cdate,cp,pctlead,pctlag1,pctlag2,pctlag4,pctlag8,pctlag16,actual_dir,prob_lr,pdir_lr,eff1d_lr,recent_eff_lr,accuracy_lr,pdir_nb,eff1d_nb,recent_eff_nb,accuracy_nb,lead,rdelta,gdelta,red,green,allred,allgreen
1996-03-01,644.370,0.999,0.615,-0.059,-0.936,0.581,-0.855,1.000,0.535,1,0.999,0.233,True Positive,-1,-0.999,-0.013,False Negative,6.440,-6.440,6.440,661.290,640.370,214.490,503.550
1996-03-04,650.810,0.765,0.999,1.621,0.552,0.418,-0.802,1.000,0.538,1,0.765,0.287,True Positive,1,0.765,0.041,True Positive,4.980,4.980,4.980,654.850,646.810,208.050,509.990
1996-03-05,655.790,-0.578,0.765,1.772,1.712,-0.466,-0.088,-1.000,0.530,1,-0.578,0.248,False Positive,1,-0.578,-0.151,False Positive,-3.790,-3.790,-3.790,659.830,651.790,213.030,514.970
1996-03-06,652.000,0.253,-0.578,0.183,1.807,-1.074,-1.429,1.000,0.460,-1,-0.253,0.064,False Negative,-1,-0.253,-0.336,False Negative,1.650,-1.650,-1.650,656.040,648.000,209.240,511.180
1996-03-07,653.650,-3.083,0.253,-0.326,1.440,0.490,-1.039,-1.000,0.521,1,-3.083,-0.430,False Positive,-1,3.083,0.404,True Negative,-20.150,20.150,-20.150,654.390,646.350,207.590,509.530
1996-03-08,633.500,1.029,-3.083,-2.837,-2.660,-2.123,-3.368,1.000,0.325,-1,-1.029,-0.836,False Negative,1,1.029,0.809,True Positive,6.520,6.520,-6.520,674.540,626.200,227.740,489.380
1996-03-11,640.020,-0.458,1.029,-2.085,-2.405,-0.734,-1.735,-1.000,0.604,1,-0.458,-1.080,False Positive,1,-0.458,0.565,False Positive,-2.930,-2.930,-2.930,681.060,619.680,234.260,482.860
1996-03-12,637.090,0.229,-0.458,0.567,-2.287,-0.522,-1.681,1.000,0.444,-1,-0.229,-1.010,False Negative,-1,-0.229,0.634,False Negative,1.460,-1.460,-1.460,678.130,616.750,231.330,479.930
1996-03-13,638.550,0.363,0.229,-0.230,-2.310,-0.903,-0.328,1.000,0.517,1,0.363,-0.887,True Positive,-1,-0.363,0.612,False Negative,2.320,-2.320,2.320,676.670,615.290,229.870,478.470
1996-03-14,640.870,0.087,0.363,0.593,1.163,-1.527,-1.116,1.000,0.524,1,0.087,-0.253,True Positive,-1,-0.087,-0.022,False Negative,0.560,-0.560,0.560,674.350,617.610,227.550,480.790
1996-03-15,641.430,1.749,0.087,0.451,0.220,-2.190,-2.645,1.000,0.503,1,1.749,0.302,True Positive,-1,-1.749,-0.577,False Negative,11.220,-11.220,11.220,673.790,618.170,226.990,481.350
1996-03-18,652.650,-0.147,1.749,1.838,2.442,0.100,-0.976,-1.000,0.596,1,-0.147,0.365,False Positive,1,-0.147,-0.515,False Positive,-0.960,-0.960,-0.960,662.570,629.390,215.770,492.570
1996-03-19,651.690,-0.262,-0.147,1.600,2.058,-0.300,0.189,-1.000,0.466,-1,0.262,0.463,True Negative,1,-0.262,-0.522,False Positive,-1.710,-1.710,1.710,661.610,628.430,214.810,491.610
1996-03-20,649.980,-0.122,-0.262,-0.409,1.422,2.601,0.423,-1.000,0.475,-1,0.122,0.415,True Negative,-1,0.122,-0.425,True Negative,-0.790,0.790,0.790,659.900,630.140,213.100,493.320
1996-03-21,649.190,0.220,-0.122,-0.384,1.210,1.433,0.689,1.000,0.493,-1,-0.220,0.353,False Negative,-1,-0.220,-0.451,False Negative,1.430,-1.430,-1.430,660.690,630.930,213.890,494.110
1996-03-22,650.620,-0.089,0.220,0.098,-0.311,2.124,1.591,-1.000,0.503,1,-0.089,-0.014,False Positive,-1,0.089,-0.084,True Negative,-0.580,0.580,-0.580,659.260,629.500,212.460,492.680
1996-03-25,650.040,0.451,-0.089,0.131,-0.253,1.799,0.880,1.000,0.479,-1,-0.451,-0.075,False Negative,-1,-0.451,-0.144,False Negative,2.930,-2.930,-2.930,659.840,628.920,213.040,492.100
1996-03-26,652.970,-0.622,0.451,0.361,0.460,1.888,0.332,-1.000,0.515,1,-0.622,-0.252,False Positive,-1,0.622,0.032,True Negative,-4.060,4.060,-4.060,656.910,625.990,210.110,489.170
1996-03-27,648.910,0.005,-0.622,-0.174,-0.043,1.166,-1.049,1.000,0.444,-1,-0.005,-0.277,False Negative,-1,-0.005,0.007,False Negative,0.030,-0.030,-0.030,660.970,621.930,214.170,485.110
1996-03-28,648.940,-0.530,0.005,-0.617,-0.258,-0.568,-0.469,-1.000,0.512,1,-0.530,-0.339,False Positive,-1,0.530,0.157,True Negative,-3.440,3.440,-3.440,660.940,621.900,214.140,485.080
1996-03-29,645.500,1.275,-0.530,-0.525,-0.698,-0.950,-1.247,1.000,0.469,-1,-1.275,-0.577,False Negative,-1,-1.275,-0.116,False Negative,8.230,-8.230,-8.230,664.380,618.460,217.580,481.640
1996-04-01,653.730,0.234,1.275,0.738,0.116,0.577,3.193,1.000,0.586,1,0.234,-0.440,True Positive,1,0.234,0.021,True Positive,1.530,1.530,1.530,656.150,610.230,209.350,473.410
1996-04-02,655.260,0.095,0.234,1.512,0.979,0.935,2.381,1.000,0.492,-1,-0.095,-0.334,False Negative,1,0.095,-0.084,True Positive,0.620,0.620,-0.620,657.680,611.760,210.880,474.940
1996-04-03,655.880,-0.003,0.095,0.329,1.069,0.808,2.949,-1.000,0.507,1,-0.003,-0.334,False Positive,-1,0.003,-0.083,True Negative,-0.020,0.020,-0.020,658.300,611.140,211.500,474.320
1996-04-04,655.860,-1.772,-0.003,0.092,1.605,0.895,2.711,-1.000,0.505,1,-1.772,-0.582,False Positive,-1,1.772,0.166,True Negative,-11.620,11.620,-11.620,658.320,611.120,211.520,474.300
1996-04-08,644.240,-0.318,-1.772,-1.775,-1.452,-1.337,0.526,-1.000,0.408,-1,0.318,-0.264,True Negative,-1,0.318,0.484,True Negative,-2.050,2.050,2.050,669.940,599.500,223.140,462.680
1996-04-09,642.190,-1.353,-0.318,-2.084,-1.995,-1.036,0.118,-1.000,0.515,1,-1.353,-0.581,False Positive,-1,1.353,0.708,True Negative,-8.690,8.690,-8.690,671.990,601.550,225.190,464.730
1996-04-10,633.500,-0.366,-1.353,-1.667,-3.412,-2.379,-2.934,-1.000,0.425,-1,0.366,-0.489,True Negative,-1,0.366,0.762,True Negative,-2.320,2.320,2.320,680.680,592.860,233.880,456.040
1996-04-11,631.180,0.876,-0.366,-1.714,-3.763,-2.218,-3.147,1.000,0.495,-1,-0.876,-0.663,False Negative,-1,-0.876,0.587,False Negative,5.530,-5.530,-5.530,683.000,595.180,236.200,458.360
1996-04-12,636.710,0.908,0.876,0.507,-1.169,-2.604,-2.042,1.000,0.560,1,0.908,-0.127,True Positive,1,0.908,0.414,True Positive,5.780,5.780,5.780,677.470,589.650,230.670,452.830
1996-04-15,642.490,0.391,0.908,1.792,0.047,-1.949,-1.032,1.000,0.541,1,0.391,-0.113,True Positive,1,0.391,0.428,True Positive,2.510,2.510,2.510,683.250,595.430,236.450,458.610
1996-04-16,645.000,-0.526,0.391,1.302,1.815,-1.659,-0.864,-1.000,0.517,1,-0.526,0.053,False Positive,1,-0.526,0.053,False Positive,-3.390,-3.390,-3.390,685.760,597.940,238.960,461.120
1996-04-17,641.610,0.312,-0.526,-0.137,1.652,-2.173,-1.297,1.000,0.478,-1,-0.312,-0.083,False Negative,-1,-0.312,-0.083,False Negative,2.000,-2.000,-2.000,682.370,594.550,235.570,457.730
1996-04-18,643.610,0.227,0.312,-0.216,1.084,-0.098,-1.433,1.000,0.525,1,0.227,0.138,True Positive,-1,-0.227,0.047,False Negative,1.460,-1.460,1.460,680.370,592.550,233.570,455.730
1996-04-19,645.070,0.437,0.227,0.539,0.402,0.448,-0.592,1.000,0.501,1,0.437,0.043,True Positive,-1,-0.437,-0.222,False Negative,2.820,-2.820,2.820,678.910,594.010,232.110,457.190
1996-04-22,647.890,0.570,0.437,0.665,0.448,2.272,-0.162,1.000,0.503,1,0.570,0.079,True Positive,-1,-0.570,-0.414,False Negative,3.690,-3.690,3.690,676.090,596.830,229.290,460.010
1996-04-23,651.580,-0.216,0.570,1.009,1.554,3.232,0.942,-1.000,0.508,1,-0.216,0.141,False Positive,1,-0.216,-0.352,False Positive,-1.410,-1.410,-1.410,672.400,600.520,225.600,463.700
1996-04-24,650.170,0.415,-0.216,0.352,1.019,2.114,-0.545,1.000,0.463,-1,-0.415,0.121,False Negative,-1,-0.415,-0.373,False Negative,2.700,-2.700,-2.700,670.990,599.110,224.190,462.290
1996-04-25,652.870,0.090,0.415,0.198,1.209,1.616,-0.365,1.000,0.517,1,0.090,0.093,True Positive,-1,-0.090,-0.346,False Negative,0.590,-0.590,0.590,668.290,596.410,221.490,459.590
1996-04-26,653.460,0.107,0.090,0.506,0.860,1.312,-0.369,1.000,0.488,-1,-0.107,-0.016,False Negative,-1,-0.107,-0.280,False Negative,0.700,-0.700,-0.700,667.700,597.000,220.900,460.180
1996-04-29,654.160,0.002,0.107,0.198,0.396,1.956,-0.259,1.000,0.489,-1,-0.002,-0.130,False Negative,-1,-0.002,-0.166,False Negative,0.010,-0.010,-0.010,667.000,596.300,220.200,459.480
1996-04-30,654.170,0.063,0.002,0.109,0.615,1.641,1.541,1.000,0.493,-1,-0.063,-0.099,False Negative,-1,-0.063,-0.135,False Negative,0.410,-0.410,-0.410,666.990,596.290,220.190,459.470
1996-05-01,654.580,-1.711,0.063,0.064,0.262,1.474,1.929,-1.000,0.499,-1,1.711,0.326,True Negative,-1,1.711,0.290,True Negative,-11.200,11.200,11.200,666.580,595.880,219.780,459.060
1996-05-02,643.380,-0.272,-1.711,-1.649,-1.543,-0.696,1.560,-1.000,0.409,-1,0.272,0.362,True Negative,-1,0.272,0.362,True Negative,-1.750,1.750,1.750,677.780,607.080,230.980,470.260
1996-05-03,641.630,-0.128,-0.272,-1.978,-1.915,-1.527,1.656,-1.000,0.526,1,-0.128,0.358,False Positive,-1,0.128,0.409,True Negative,-0.820,0.820,-0.820,679.530,608.830,232.730,472.010
1996-05-06,640.810,-0.398,-0.128,-0.399,-2.042,-1.440,0.644,-1.000,0.502,1,-0.398,0.279,False Positive,-1,0.398,0.489,True Negative,-2.550,2.550,-2.550,680.350,608.010,233.550,471.190
1996-05-07,638.260,1.020,-0.398,-0.525,-2.493,-2.238,-0.658,1.000,0.483,-1,-1.020,0.087,False Negative,-1,-1.020,0.298,False Negative,6.510,-6.510,-6.510,682.900,605.460,236.100,468.640
1996-05-08,644.770,0.104,1.020,0.618,0.216,-1.330,-0.036,1.000,0.571,1,0.104,-0.234,True Positive,1,0.104,-0.024,True Positive,0.670,0.670,0.670,676.390,598.950,229.590,462.130
1996-05-09,645.440,1.030,0.104,1.125,0.594,-1.333,0.597,1.000,0.498,-1,-1.030,-0.494,False Negative,-1,-1.030,-0.284,False Negative,6.650,-6.650,-6.650,677.060,599.620,230.260,462.800
1996-05-10,652.090,1.445,1.030,1.135,1.760,-0.318,1.318,1.000,0.565,1,1.445,-0.180,True Positive,1,1.445,-0.021,True Positive,9.420,9.420,9.420,670.410,592.970,223.610,456.150
1996-05-13,661.510,0.618,1.445,2.490,3.643,1.059,2.549,1.000,0.571,1,0.618,0.023,True Positive,1,0.618,0.023,True Positive,4.090,4.090,4.090,679.830,602.390,233.030,465.570
1996-05-14,665.600,-0.027,0.618,2.072,3.231,3.454,2.733,-1.000,0.501,1,-0.027,0.222,False Positive,1,-0.027,0.222,False Positive,-0.180,-0.180,-0.180,683.920,606.480,237.120,469.660
1996-05-15,665.420,-0.086,-0.027,0.591,3.096,3.708,2.124,-1.000,0.477,-1,0.086,0.218,True Negative,1,-0.086,0.184,False Positive,-0.570,-0.570,0.570,683.740,606.300,236.940,469.480
1996-05-16,664.850,0.611,-0.086,-0.113,1.957,3.751,2.258,1.000,0.483,-1,-0.611,0.302,False Negative,-1,-0.611,0.268,False Negative,4.060,-4.060,-4.060,683.170,606.870,236.370,470.050
1996-05-17,668.910,0.634,0.611,0.524,1.119,4.802,2.457,1.000,0.513,1,0.634,0.140,True Positive,1,0.634,0.106,True Positive,4.240,4.240,4.240,679.110,602.810,232.310,465.990
1996-05-20,673.150,-0.058,0.634,1.248,1.134,4.402,3.013,-1.000,0.506,1,-0.058,0.005,False Positive,1,-0.058,-0.030,False Positive,-0.390,-0.390,-0.390,683.350,607.050,236.550,470.230
1996-05-21,672.760,0.841,-0.058,0.576,1.103,4.233,2.843,1.000,0.468,-1,-0.841,-0.158,False Negative,-1,-0.841,-0.192,False Negative,5.660,-5.660,-5.660,682.960,606.660,236.160,469.840
1996-05-22,678.420,-0.357,0.841,0.783,2.041,4.038,3.707,-1.000,0.538,1,-0.357,-0.247,False Positive,1,-0.357,-0.247,False Positive,-2.420,-2.420,-2.420,677.300,601.000,230.500,464.180
1996-05-23,676.000,0.371,-0.357,0.482,1.060,2.190,3.272,1.000,0.463,-1,-0.371,-0.199,False Negative,-1,-0.371,-0.199,False Negative,2.510,-2.510,-2.510,674.880,598.580,228.080,461.760
1996-05-24,678.510,-0.926,0.371,0.013,0.796,1.940,5.460,-1.000,0.534,1,-0.926,-0.511,False Positive,-1,0.926,-0.140,True Negative,-6.280,6.280,-6.280,672.370,596.070,225.570,459.250
1996-05-28,672.230,-0.640,-0.926,-0.558,-0.079,1.023,4.769,-1.000,0.450,-1,0.640,-0.371,True Negative,-1,0.640,-0.001,True Negative,-4.300,4.300,4.300,678.650,589.790,231.850,452.970
1996-05-29,667.930,0.564,-0.640,-1.559,-1.546,0.463,4.232,1.000,0.487,-1,-0.564,-0.316,False Negative,-1,-0.564,0.055,False Negative,3.770,-3.770,-3.770,682.950,594.090,236.150,457.270
1996-05-30,671.700,-0.384,0.564,-0.079,-0.636,0.417,5.239,-1.000,0.555,1,-0.384,-0.321,False Positive,-1,0.384,0.203,True Negative,-2.580,2.580,-2.580,679.180,590.320,232.380,453.500
1996-05-31,669.120,-0.215,-0.384,0.178,-1.384,-0.599,3.777,-1.000,0.479,-1,0.215,-0.204,True Negative,-1,0.215,0.320,True Negative,-1.440,1.440,1.440,681.760,587.740,234.960,450.920
1996-06-03,667.680,0.731,-0.215,-0.598,-0.677,-0.755,3.446,1.000,0.509,1,0.731,0.128,True Positive,-1,-0.731,-0.011,False Negative,4.880,-4.880,4.880,683.200,589.180,236.400,452.360
1996-06-04,672.560,0.874,0.731,0.514,0.693,-0.864,3.139,1.000,0.562,1,0.874,0.174,True Positive,1,0.874,0.036,True Positive,5.880,5.880,5.880,678.320,594.060,231.520,457.240
1996-06-05,678.440,-0.797,0.874,1.612,1.003,0.361,2.559,-1.000,0.542,1,-0.797,0.128,False Positive,1,-0.797,-0.011,False Positive,-5.410,-5.410,-5.410,684.200,599.940,237.400,463.120
1996-06-06,673.030,0.042,-0.797,0.070,0.584,-0.808,1.116,1.000,0.449,-1,-0.042,0.196,False Negative,-1,-0.042,-0.096,False Negative,0.280,-0.280,-0.280,678.790,594.530,231.990,457.710
1996-06-07,673.310,-0.171,0.042,-0.756,0.843,0.161,1.186,-1.000,0.522,1,-0.171,0.119,False Positive,-1,0.171,-0.105,True Negative,-1.150,1.150,-1.150,678.510,594.250,231.710,457.430
1996-06-10,672.160,-0.177,-0.171,-0.129,-0.059,0.633,1.099,-1.000,0.487,-1,0.177,0.008,True Negative,-1,0.177,0.077,True Negative,-1.190,1.190,1.190,679.660,593.100,232.860,456.280
1996-06-11,670.970,-0.288,-0.177,-0.348,-1.101,-0.109,0.308,-1.000,0.490,-1,0.288,-0.109,True Negative,-1,0.288,-0.041,True Negative,-1.930,1.930,1.930,680.850,594.290,234.050,457.470
1996-06-12,669.040,-0.167,-0.288,-0.464,-0.593,-0.012,-0.611,-1.000,0.482,-1,0.167,0.084,True Negative,-1,0.167,0.152,True Negative,-1.120,1.120,1.120,682.780,596.220,235.980,459.400
1996-06-13,667.920,-0.310,-0.167,-0.455,-0.801,0.036,-0.719,-1.000,0.489,-1,0.310,0.154,True Negative,-1,0.310,0.223,True Negative,-2.070,2.070,2.070,683.900,597.340,237.100,460.520
1996-06-14,665.850,-0.104,-0.310,-0.477,-0.939,-0.998,-1.853,-1.000,0.481,-1,0.104,0.209,True Negative,-1,0.104,0.209,True Negative,-0.690,0.690,0.690,685.970,599.410,239.170,462.590
1996-06-17,665.160,-0.466,-0.104,-0.413,-0.866,-1.957,-1.604,-1.000,0.503,1,-0.466,0.081,False Positive,-1,0.466,0.267,True Negative,-3.100,3.100,-3.100,686.660,600.100,239.860,463.280
1996-06-18,662.060,-0.015,-0.466,-0.569,-1.043,-1.630,-2.424,-1.000,0.474,-1,0.015,0.026,True Negative,-1,0.015,0.212,True Negative,-0.100,0.100,0.100,689.760,597.000,242.960,460.180
1996-06-19,661.960,0.021,-0.015,-0.481,-0.892,-1.686,-1.528,1.000,0.509,1,0.021,-0.003,True Positive,-1,-0.021,0.175,False Negative,0.140,-0.140,0.140,689.860,597.100,243.060,460.280
1996-06-20,662.100,0.716,0.021,0.006,-0.563,-1.497,-0.873,1.000,0.505,1,0.716,0.078,True Positive,-1,-0.716,-0.030,False Negative,4.740,-4.740,4.740,689.720,597.240,242.920,460.420
1996-06-21,666.840,0.301,0.716,0.737,0.253,-0.616,-0.724,1.000,0.540,1,0.301,0.117,True Positive,-1,-0.301,-0.111,False Negative,2.010,-2.010,2.010,684.980,601.980,238.180,465.160
1996-06-24,668.850,-0.055,0.301,1.019,1.026,-0.028,-0.040,-1.000,0.505,1,-0.055,0.200,False Positive,-1,0.055,-0.194,True Negative,-0.370,0.370,-0.370,682.970,603.990,236.170,467.170
1996-06-25,668.480,-0.612,-0.055,0.246,0.985,0.084,0.120,-1.000,0.493,-1,0.612,0.319,True Negative,-1,0.612,-0.074,True Negative,-4.090,4.090,4.090,683.340,603.620,236.540,466.800
1996-06-26,664.390,0.626,-0.612,-0.667,0.346,-0.219,-1.215,1.000,0.464,-1,-0.626,0.190,False Negative,-1,-0.626,-0.195,False Negative,4.160,-4.160,-4.160,687.430,607.710,240.630,470.890
1996-06-27,668.550,0.311,0.626,0.010,0.256,0.510,-1.458,1.000,0.537,1,0.311,0.109,True Positive,-1,-0.311,-0.114,False Negative,2.080,-2.080,2.080,683.270,603.550,236.470,466.730
1996-06-28,670.630,0.783,0.311,0.939,0.266,1.294,-0.357,1.000,0.494,-1,-0.783,-0.108,False Negative,-1,-0.783,-0.211,False Negative,5.250,-5.250,-5.250,681.190,605.630,234.390,468.810
1996-07-01,675.880,-0.336,0.783,1.096,1.107,2.103,0.382,-1.000,0.526,1,-0.336,-0.164,False Positive,1,-0.336,-0.289,False Positive,-2.270,-2.270,-2.270,675.940,600.380,229.140,463.560
1996-07-02,673.610,-0.180,-0.336,0.444,1.388,1.738,0.216,-1.000,0.458,-1,0.180,-0.251,True Negative,-1,0.180,-0.375,True Negative,-1.210,1.210,1.210,673.670,598.110,226.870,461.290
1996-07-03,672.400,-2.225,-0.180,-0.515,0.576,0.834,0.213,-1.000,0.492,-1,2.225,0.319,True Negative,-1,2.225,0.195,True Negative,-14.960,14.960,14.960,674.880,599.320,228.080,462.500
1996-07-05,657.440,-0.745,-2.225,-2.400,-1.967,-1.706,-1.734,-1.000,0.380,-1,0.745,0.406,True Negative,-1,0.745,0.406,True Negative,-4.900,4.900,4.900,689.840,614.280,243.040,477.460
1996-07-08,652.540,0.339,-0.745,-2.954,-3.453,-2.385,-2.303,1.000,0.496,-1,-0.339,0.495,False Negative,-1,-0.339,0.495,False Negative,2.210,-2.210,-2.210,694.740,619.180,247.940,482.360
1996-07-09,654.750,0.200,0.339,-0.409,-2.800,-1.451,-1.667,1.000,0.526,1,0.200,0.602,True Positive,-1,-0.200,0.522,False Negative,1.310,-1.310,1.310,692.530,616.970,245.730,480.150
1996-07-10,656.060,-1.584,0.200,0.539,-2.430,-1.868,-1.368,-1.000,0.503,1,-1.584,0.249,False Positive,-1,1.584,0.803,True Negative,-10.390,10.390,-10.390,691.220,618.280,244.420,481.460
1996-07-11,645.670,0.081,-1.584,-1.387,-1.790,-3.722,-2.476,1.000,0.419,-1,-0.081,-0.212,False Negative,-1,-0.081,0.342,False Negative,0.520,-0.520,-0.520,701.610,607.890,254.810,471.070
1996-07-12,646.190,-2.536,0.081,-1.504,-0.973,-4.393,-2.382,-1.000,0.551,1,-2.536,-0.868,False Positive,-1,2.536,0.700,True Negative,-16.390,16.390,-16.390,701.090,607.370,254.290,470.550
1996-07-15,629.800,-0.227,-2.536,-2.458,-3.811,-6.504,-4.878,-1.000,0.374,-1,0.227,-0.755,True Negative,1,-0.227,0.722,False Positive,-1.430,-1.430,1.430,717.480,590.980,270.680,454.160
1996-07-16,628.370,0.907,-0.227,-2.758,-4.221,-6.548,-5.769,1.000,0.544,1,0.907,-0.613,True Positive,1,0.907,0.944,True Positive,5.700,5.700,5.700,716.050,592.410,269.250,455.590
1996-07-17,634.070,1.497,0.907,0.678,-1.797,-3.555,-5.200,1.000,0.553,1,1.497,0.003,True Positive,1,1.497,0.926,True Positive,9.490,9.490,9.490,721.750,598.110,274.950,461.290
1996-07-18,643.560,-0.751,1.497,2.417,-0.407,-1.376,-3.728,-1.000,0.558,1,-0.751,-0.131,False Positive,1,-0.751,0.792,False Positive,-4.830,-4.830,-4.830,731.240,607.600,284.440,470.780
1996-07-19,638.730,-0.777,-0.751,0.735,1.418,-2.447,-3.862,-1.000,0.437,-1,0.777,0.531,True Negative,-1,0.777,0.441,True Negative,-4.960,4.960,4.960,726.410,602.770,279.610,465.950
1996-07-22,633.770,-1.089,-0.777,-1.521,0.859,-3.398,-5.202,-1.000,0.477,-1,1.089,0.704,True Negative,-1,1.089,0.704,True Negative,-6.900,6.900,6.900,731.370,607.730,284.570,470.910
1996-07-23,626.870,-0.035,-1.089,-1.857,-1.136,-2.912,-6.525,-1.000,0.446,-1,0.035,0.529,True Negative,-1,0.035,0.529,True Negative,-0.220,0.220,0.220,738.270,614.630,291.470,477.810
1996-07-24,626.650,0.721,-0.035,-1.123,-2.628,-3.024,-7.284,1.000,0.503,1,0.721,0.374,True Positive,-1,-0.721,0.086,False Negative,4.520,-4.520,4.520,738.490,614.850,291.690,478.030
1996-07-25,631.170,0.749,0.721,0.686,-1.184,0.218,-6.300,1.000,0.511,1,0.749,0.674,True Positive,-1,-0.749,0.086,False Negative,4.730,-4.730,4.730,733.970,619.370,287.170,482.550
1996-07-26,635.900,-0.785,0.749,1.476,0.336,1.198,-5.428,-1.000,0.500,-1,0.785,0.676,True Negative,1,-0.785,-0.226,False Positive,-4.990,-4.990,4.990,729.240,624.100,282.440,487.280
1996-07-29,630.910,0.689,-0.785,-0.041,0.644,-0.498,-4.035,1.000,0.432,-1,-0.689,0.320,False Negative,-1,-0.689,-0.582,False Negative,4.350,-4.350,-4.350,724.250,629.090,277.450,492.270
1996-07-30,635.260,0.738,0.689,-0.101,1.374,-1.290,-2.648,1.000,0.555,1,0.738,0.461,True Positive,-1,-0.738,-0.736,False Negative,4.690,-4.690,4.690,719.900,624.740,273.100,487.920
1996-07-31,639.950,1.574,0.738,1.433,1.391,0.191,-2.260,1.000,0.521,1,1.574,0.631,True Positive,1,1.574,-0.277,True Positive,10.070,10.070,10.070,715.210,629.430,268.410,492.610
1996-08-01,650.020,1.918,1.574,2.323,2.220,2.564,-0.921,1.000,0.557,1,1.918,0.865,True Positive,1,1.918,0.256,True Positive,12.470,12.470,12.470,725.280,639.500,278.480,502.680
1996-08-02,662.490,-0.341,1.918,3.522,5.005,5.682,2.605,-1.000,0.560,1,-0.341,0.640,False Positive,1,-0.341,0.345,False Positive,-2.260,-2.260,-2.260,737.750,651.970,290.950,515.150
1996-08-05,660.230,0.326,-0.341,1.571,3.931,5.359,2.173,1.000,0.427,-1,-0.326,0.713,False Negative,1,0.326,0.548,True Positive,2.150,2.150,-2.150,735.490,649.710,288.690,512.890
1996-08-06,662.380,0.269,0.326,-0.017,3.505,4.945,5.173,1.000,0.519,1,0.269,0.619,True Positive,1,0.269,0.749,True Positive,1.780,1.780,1.780,737.640,647.560,290.840,510.740
1996-08-07,664.160,-0.236,0.269,0.595,2.175,4.444,5.696,-1.000,0.504,1,-0.236,0.257,False Positive,1,-0.236,0.387,False Positive,-1.570,-1.570,-1.570,739.420,649.340,292.620,512.520
1996-08-08,662.590,-0.074,-0.236,0.032,0.015,5.021,4.498,-1.000,0.462,-1,0.074,-0.112,True Negative,-1,0.074,0.018,True Negative,-0.490,0.490,0.490,737.850,647.770,291.050,510.950
1996-08-09,662.100,0.554,-0.074,-0.310,0.283,4.225,2.881,1.000,0.481,-1,-0.554,-0.155,False Negative,-1,-0.554,-0.024,False Negative,3.670,-3.670,-3.670,738.340,648.260,291.540,511.440
1996-08-12,665.770,-0.837,0.554,0.480,0.512,4.035,4.233,-1.000,0.519,1,-0.837,-0.257,False Positive,1,-0.837,-0.257,False Positive,-5.570,-5.570,-5.570,734.670,644.590,287.870,507.770
1996-08-13,660.200,0.280,-0.837,-0.287,-0.596,1.566,4.170,1.000,0.444,-1,-0.280,-0.367,False Negative,-1,-0.280,-0.367,False Negative,1.850,-1.850,-1.850,729.100,639.020,282.300,502.200
1996-08-14,662.050,0.035,0.280,-0.559,-0.082,-0.066,5.612,1.000,0.549,1,0.035,-0.312,True Positive,-1,-0.035,-0.326,False Negative,0.230,-0.230,0.230,727.250,637.170,280.450,500.350
1996-08-15,662.280,0.442,0.035,0.315,0.027,0.311,5.686,1.000,0.513,1,0.442,-0.239,True Positive,-1,-0.442,-0.430,False Negative,2.930,-2.930,2.930,727.020,637.400,280.220,500.580
1996-08-16,665.210,0.206,0.442,0.477,-0.084,0.427,5.393,1.000,0.538,1,0.206,-0.087,True Positive,-1,-0.206,-0.360,False Negative,1.370,-1.370,1.370,724.090,640.330,277.290,503.510
1996-08-19,666.580,-0.134,0.206,0.649,0.966,0.364,4.825,-1.000,0.519,1,-0.134,0.054,False Positive,-1,0.134,-0.166,True Negative,-0.890,0.890,-0.890,722.720,641.700,275.920,504.880
1996-08-20,665.690,-0.093,-0.134,0.072,0.550,0.468,5.513,-1.000,0.505,1,-0.093,0.091,False Positive,-1,0.093,-0.091,True Negative,-0.620,0.620,-0.620,723.610,640.810,276.810,503.990
1996-08-21,665.070,0.844,-0.093,-0.227,0.421,0.449,4.693,1.000,0.510,1,0.844,0.253,True Positive,-1,-0.844,-0.253,False Negative,5.610,-5.610,5.610,724.230,640.190,277.430,503.370
1996-08-22,670.680,-0.544,0.844,0.750,0.822,0.737,4.802,-1.000,0.561,1,-0.544,0.056,False Positive,1,-0.544,-0.273,False Positive,-3.650,-3.650,-3.650,718.620,645.800,271.820,508.980
1996-08-23,667.030,-0.472,-0.544,0.295,0.068,1.035,2.617,-1.000,0.455,-1,0.472,0.109,True Negative,-1,0.472,-0.138,True Negative,-3.150,3.150,3.150,714.970,642.150,268.170,505.330
1996-08-26,663.880,0.380,-0.472,-1.014,-0.272,0.276,0.210,1.000,0.480,-1,-0.380,0.060,False Negative,-1,-0.380,-0.241,False Negative,2.520,-2.520,-2.520,718.120,645.300,271.320,508.480
1996-08-27,666.400,-0.239,0.380,-0.094,0.200,0.622,0.935,-1.000,0.528,1,-0.239,0.031,False Positive,-1,0.239,-0.211,True Negative,-1.590,1.590,-1.590,715.600,642.780,268.800,505.960
1996-08-28,664.810,-1.115,-0.239,0.140,-0.875,-0.060,0.367,-1.000,0.477,-1,1.115,0.085,True Negative,-1,1.115,0.180,True Negative,-7.410,7.410,7.410,717.190,641.190,270.390,504.370
1996-08-29,657.400,-0.823,-1.115,-1.351,-1.444,-1.377,-1.018,-1.000,0.442,-1,0.823,0.358,True Negative,-1,0.823,0.454,True Negative,-5.410,5.410,5.410,724.600,648.600,277.800,511.780
