cdate,cp,pctlead,pctlag1,pctlag2,pctlag4,pctlag8,pctlag16,actual_dir,prob_lr,pdir_lr,eff1d_lr,recent_eff_lr,accuracy_lr,pdir_nb,eff1d_nb,recent_eff_nb,accuracy_nb,lead,rdelta,gdelta,red,green,allred,allgreen
2010-09-13,1121.900,-0.071,1.113,1.605,2.753,6.916,4.302,-1.000,0.440,-1,0.071,-0.531,True Negative,-1,0.071,-0.531,True Negative,-0.800,0.800,0.800,1307.140,1357.160,2881.240,2552.700
2010-09-14,1121.100,0.354,-0.071,1.041,2.023,3.778,4.610,1.000,0.475,-1,-0.354,-0.473,False Negative,-1,-0.354,-0.473,False Negative,3.970,-3.970,-3.970,1307.940,1357.960,2882.040,2553.500
2010-09-15,1125.070,-0.036,0.354,0.283,1.892,3.208,5.407,-1.000,0.488,-1,0.036,-0.369,True Negative,-1,0.036,-0.369,True Negative,-0.410,0.410,0.410,1303.970,1353.990,2878.070,2549.530
2010-09-16,1124.660,0.083,-0.036,0.318,1.362,1.824,6.920,1.000,0.505,1,0.083,-0.255,True Positive,-1,-0.083,-0.289,False Negative,0.930,-0.930,0.930,1304.380,1354.400,2878.480,2549.940
2010-09-17,1125.590,1.521,0.083,0.046,0.329,3.091,6.658,1.000,0.491,-1,-1.521,-0.337,False Negative,-1,-1.521,-0.370,False Negative,17.120,-17.120,-17.120,1303.450,1355.330,2877.550,2550.870
2010-09-20,1142.710,-0.256,1.521,1.605,1.928,3.990,9.118,-1.000,0.483,-1,0.256,-0.300,True Negative,-1,0.256,-0.333,True Negative,-2.930,2.930,2.930,1286.330,1338.210,2860.430,2533.750
2010-09-21,1139.780,-0.483,-0.256,1.261,1.307,3.224,7.063,-1.000,0.485,-1,0.483,-0.133,True Negative,-1,0.483,-0.166,True Negative,-5.500,5.500,5.500,1289.260,1341.140,2863.360,2536.680
2010-09-22,1134.280,-0.833,-0.483,-0.738,0.855,2.229,8.138,-1.000,0.511,1,-0.833,-0.306,False Positive,-1,0.833,-0.006,True Negative,-9.450,9.450,-9.450,1294.760,1346.640,2868.860,2542.180
2010-09-23,1124.830,2.119,-0.833,-1.312,-0.068,0.261,7.195,1.000,0.530,1,2.119,0.101,True Positive,-1,-2.119,-0.414,False Negative,23.840,-23.840,23.840,1304.210,1337.190,2878.310,2532.730
2010-09-24,1148.670,-0.567,2.119,1.269,0.522,2.459,6.330,-1.000,0.490,-1,0.567,0.518,True Negative,-1,0.567,0.004,True Negative,-6.510,6.510,6.510,1280.370,1361.030,2854.470,2556.570
2010-09-27,1142.160,0.485,-0.567,1.541,0.209,1.519,4.776,1.000,0.490,-1,-0.485,0.370,False Negative,-1,-0.485,-0.144,False Negative,5.540,-5.540,-5.540,1286.880,1367.540,2860.980,2563.080
2010-09-28,1147.700,-0.259,0.485,-0.084,1.183,2.049,3.910,-1.000,0.496,-1,0.259,0.325,True Negative,-1,0.259,-0.189,True Negative,-2.970,2.970,2.970,1281.340,1362.000,2855.440,2557.540
2010-09-29,1144.730,-0.308,-0.259,0.225,1.769,1.700,4.844,-1.000,0.502,1,-0.308,0.430,False Positive,-1,0.308,-0.294,True Negative,-3.530,3.530,-3.530,1284.310,1364.970,2858.410,2560.510
2010-09-30,1141.200,0.442,-0.308,-0.566,-0.650,-0.132,3.852,1.000,0.517,1,0.442,0.095,True Positive,-1,-0.442,0.041,False Negative,5.040,-5.040,5.040,1287.840,1361.440,2861.940,2556.980
2010-10-01,1146.240,-0.803,0.442,0.132,0.357,0.567,3.809,-1.000,0.508,1,-0.803,-0.179,False Positive,-1,0.803,0.089,True Negative,-9.210,9.210,-9.210,1282.800,1366.480,2856.900,2562.020
2010-10-04,1137.030,2.086,-0.803,-0.365,-0.930,0.242,2.477,1.000,0.507,1,2.086,0.335,True Positive,-1,-2.086,-0.232,False Negative,23.720,-23.720,23.720,1292.010,1357.270,2866.110,2552.810
2010-10-05,1160.750,-0.067,2.086,1.266,1.399,3.193,3.463,-1.000,0.475,-1,0.067,0.297,True Negative,-1,0.067,-0.270,True Negative,-0.780,0.780,0.780,1268.290,1380.990,2842.390,2576.530
2010-10-06,1159.970,-0.165,-0.067,2.018,1.645,0.984,3.467,-1.000,0.492,-1,0.165,0.391,True Negative,-1,0.165,-0.299,True Negative,-1.910,1.910,1.910,1269.070,1381.770,2843.170,2577.310
2010-10-07,1158.060,0.612,-0.165,-0.232,1.031,1.392,2.932,1.000,0.500,1,0.612,0.425,True Positive,-1,-0.612,-0.333,False Negative,7.090,-7.090,7.090,1270.980,1383.680,2845.080,2579.220
2010-10-08,1165.150,0.015,0.612,0.447,2.473,1.520,3.600,1.000,0.500,1,0.015,0.589,True Positive,-1,-0.015,-0.496,False Negative,0.170,-0.170,0.170,1263.890,1390.770,2837.990,2586.310
2010-10-11,1165.320,0.382,0.015,0.627,0.394,1.799,3.530,1.000,0.491,-1,-0.382,0.095,False Negative,-1,-0.382,-0.155,False Negative,4.450,-4.450,-4.450,1263.720,1390.940,2837.820,2586.480
2010-10-12,1169.770,0.712,0.382,0.397,0.845,2.504,2.368,1.000,0.483,-1,-0.712,-0.060,False Negative,-1,-0.712,-0.311,False Negative,8.330,-8.330,-8.330,1259.270,1386.490,2833.370,2582.030
2010-10-13,1178.100,-0.364,0.712,1.097,1.730,2.780,3.362,-1.000,0.480,-1,0.364,-0.021,True Negative,-1,0.364,-0.271,True Negative,-4.290,4.290,4.290,1250.940,1378.160,2825.040,2573.700
2010-10-14,1173.810,0.203,-0.364,0.345,0.743,3.235,3.485,1.000,0.478,-1,-0.203,-0.184,False Negative,-1,-0.203,-0.190,False Negative,2.380,-2.380,-2.380,1255.230,1382.450,2829.330,2577.990
2010-10-15,1176.190,0.724,0.203,-0.162,0.933,1.330,4.566,1.000,0.506,1,0.724,-0.042,True Positive,-1,-0.724,-0.331,False Negative,8.520,-8.520,8.520,1252.850,1380.070,2826.950,2575.610
2010-10-18,1184.710,-1.588,0.724,0.929,1.277,2.133,3.138,-1.000,0.486,-1,1.588,0.352,True Negative,-1,1.588,0.063,True Negative,-18.810,18.810,18.810,1244.330,1388.590,2818.430,2584.130
2010-10-19,1165.900,1.052,-1.588,-0.875,-1.036,0.677,2.079,1.000,0.504,1,1.052,0.705,True Positive,1,1.052,0.415,True Positive,12.270,12.270,12.270,1263.140,1407.400,2837.240,2602.940
2010-10-20,1178.170,0.177,1.052,-0.552,0.371,1.117,2.655,1.000,0.504,1,0.177,0.668,True Positive,-1,-0.177,0.307,False Negative,2.090,-2.090,2.090,1275.410,1419.670,2849.510,2615.210
2010-10-21,1180.260,0.239,0.177,1.232,0.346,1.282,3.104,1.000,0.490,-1,-0.239,0.660,False Negative,-1,-0.239,0.300,False Negative,2.820,-2.820,-2.820,1273.320,1421.760,2847.420,2617.300
2010-10-22,1183.080,0.215,0.239,0.417,-0.138,1.138,3.670,1.000,0.498,-1,-0.215,0.473,False Negative,-1,-0.215,0.402,False Negative,2.540,-2.540,-2.540,1270.500,1418.940,2844.600,2614.480
2010-10-25,1185.620,0.002,0.215,0.454,1.691,0.638,3.436,1.000,0.506,1,0.002,0.155,True Positive,-1,-0.002,0.084,False Negative,0.020,-0.020,0.020,1267.960,1416.400,2842.060,2611.940
2010-10-26,1185.640,-0.269,0.002,0.216,0.634,1.008,4.275,-1.000,0.504,1,-0.269,-0.109,False Positive,-1,0.269,-0.073,True Negative,-3.190,3.190,-3.190,1267.940,1416.420,2842.040,2611.960
2010-10-27,1182.450,0.112,-0.269,-0.267,0.186,0.532,1.869,1.000,0.504,1,0.112,-0.122,True Positive,-1,-0.112,-0.060,False Negative,1.330,-1.330,1.330,1271.130,1413.230,2845.230,2608.770
2010-10-28,1183.780,-0.044,0.112,-0.157,0.059,-0.078,2.053,-1.000,0.510,1,-0.044,-0.083,False Positive,-1,0.044,-0.003,True Negative,-0.520,0.520,-0.520,1269.800,1414.560,2843.900,2610.100
2010-10-29,1183.260,0.095,-0.044,0.069,-0.199,1.489,2.176,1.000,0.492,-1,-0.095,-0.059,False Negative,-1,-0.095,0.021,False Negative,1.120,-1.120,-1.120,1270.320,1414.040,2844.420,2609.580
2010-11-01,1184.380,0.776,0.095,0.051,-0.106,0.527,1.650,1.000,0.501,1,0.776,0.096,True Positive,-1,-0.776,-0.134,False Negative,9.190,-9.190,9.190,1269.200,1412.920,2843.300,2608.460
2010-11-02,1193.570,0.368,0.776,0.871,0.940,1.128,2.424,1.000,0.494,-1,-0.368,0.076,False Negative,-1,-0.368,-0.261,False Negative,4.390,-4.390,-4.390,1260.010,1422.110,2834.110,2617.650
2010-11-03,1197.960,1.928,0.368,1.147,1.198,1.258,2.410,1.000,0.491,-1,-1.928,-0.332,False Negative,-1,-1.928,-0.625,False Negative,23.100,-23.100,-23.100,1255.620,1417.720,2829.720,2613.260
2010-11-04,1221.060,0.392,1.928,2.303,3.195,2.989,3.647,1.000,0.475,-1,-0.392,-0.401,False Negative,-1,-0.392,-0.712,False Negative,4.790,-4.790,-4.790,1232.520,1394.620,2806.620,2590.160
2010-11-05,1225.850,-0.212,0.392,2.328,3.501,3.391,4.433,-1.000,0.472,-1,0.212,-0.340,True Negative,-1,0.212,-0.650,True Negative,-2.600,2.600,2.600,1227.730,1389.830,2801.830,2585.370
2010-11-08,1223.250,-0.805,-0.212,0.179,2.487,3.450,4.001,-1.000,0.483,-1,0.805,-0.334,True Negative,-1,0.805,-0.334,True Negative,-9.850,9.850,9.850,1230.330,1392.430,2804.430,2587.970
2010-11-09,1213.400,0.438,-0.805,-1.016,1.289,2.502,2.422,1.000,0.493,-1,-0.438,-0.348,False Negative,-1,-0.438,-0.348,False Negative,5.310,-5.310,-5.310,1240.180,1402.280,2814.280,2597.820
2010-11-10,1218.710,-0.424,0.438,-0.371,-0.192,2.996,4.530,-1.000,0.488,-1,0.424,0.122,True Negative,-1,0.424,0.122,True Negative,-5.170,5.170,5.170,1234.870,1396.970,2808.970,2592.510
2010-11-11,1213.540,-1.181,-0.424,0.012,-1.004,2.462,3.002,-1.000,0.483,-1,1.181,0.437,True Negative,-1,1.181,0.437,True Negative,-14.330,14.330,14.330,1240.040,1402.140,2814.140,2597.680
2010-11-12,1199.210,-0.122,-1.181,-1.600,-1.965,0.473,1.606,-1.000,0.508,1,-0.122,0.370,False Positive,1,-0.122,0.370,False Positive,-1.460,-1.460,-1.460,1254.370,1416.470,2828.470,2612.010
2010-11-15,1197.750,-1.621,-0.122,-1.301,-1.290,-0.018,1.240,-1.000,0.512,1,-1.621,-0.115,False Positive,1,-1.621,-0.115,False Positive,-19.410,-19.410,-19.410,1252.910,1415.010,2827.010,2610.550
2010-11-16,1178.340,0.021,-1.621,-1.740,-3.313,-3.499,-0.614,1.000,0.539,1,0.021,-0.023,True Positive,1,0.021,-0.023,True Positive,0.250,0.250,0.250,1233.500,1395.600,2807.600,2591.140
2010-11-17,1178.590,1.536,0.021,-1.600,-2.880,-3.855,-0.595,1.000,0.543,1,1.536,0.199,True Positive,1,1.536,0.199,True Positive,18.100,18.100,18.100,1233.750,1395.850,2807.850,2591.390
2010-11-18,1196.690,0.254,1.536,1.557,-0.210,-2.171,1.204,1.000,0.517,1,0.254,0.014,True Positive,-1,-0.254,-0.088,False Negative,3.040,-3.040,3.040,1251.850,1413.950,2825.950,2609.490
2010-11-19,1199.730,-0.158,0.254,1.794,0.165,-1.127,1.347,-1.000,0.505,1,-0.158,0.006,False Positive,-1,0.158,-0.032,True Negative,-1.890,1.890,-1.890,1248.810,1416.990,2822.910,2612.530
2010-11-22,1197.840,-1.428,-0.158,0.096,1.655,-1.712,1.232,-1.000,0.526,1,-1.428,0.045,False Positive,-1,1.428,0.578,True Negative,-17.110,17.110,-17.110,1250.700,1415.100,2824.800,2610.640
2010-11-23,1180.730,1.492,-1.428,-1.584,0.182,-2.704,-0.308,1.000,0.539,1,1.492,0.339,True Positive,1,1.492,0.872,True Positive,17.620,17.620,17.620,1267.810,1397.990,2841.910,2593.530
2010-11-24,1198.350,-0.747,1.492,0.043,0.139,-0.072,0.400,-1.000,0.504,1,-0.747,-0.117,False Positive,-1,0.747,0.714,True Negative,-8.950,8.950,-8.950,1285.430,1415.610,2859.530,2611.150
2010-11-26,1189.400,-0.138,-0.747,0.734,-0.861,-0.697,-0.715,-1.000,0.498,-1,0.138,-0.141,True Negative,-1,0.138,0.793,True Negative,-1.640,1.640,1.640,1294.380,1406.660,2868.480,2602.200
2010-11-29,1187.760,-0.607,-0.138,-0.884,-0.842,0.799,-2.727,-1.000,0.489,-1,0.607,0.012,True Negative,-1,0.607,0.882,True Negative,-7.210,7.210,7.210,1296.020,1408.300,2870.120,2603.840
2010-11-30,1180.550,2.162,-0.607,-0.744,-0.015,0.166,-3.695,1.000,0.493,-1,-2.162,-0.134,False Negative,-1,-2.162,0.164,False Negative,25.520,-25.520,-25.520,1303.230,1415.510,2877.330,2611.050
2010-12-01,1206.070,1.282,2.162,1.542,0.644,0.784,-1.404,1.000,0.481,-1,-1.282,-0.689,False Negative,-1,-1.282,-0.390,False Negative,15.460,-15.460,-15.460,1277.710,1389.990,2851.810,2585.530
2010-12-02,1221.530,0.260,1.282,3.471,2.701,1.817,0.670,1.000,0.467,-1,-0.260,-0.592,False Negative,-1,-0.260,-0.592,False Negative,3.180,-3.180,-3.180,1262.250,1374.530,2836.350,2570.070
2010-12-03,1224.710,-0.130,0.260,1.546,3.111,2.243,0.492,-1.000,0.476,-1,0.130,-0.593,True Negative,-1,0.130,-0.593,True Negative,-1.590,1.590,1.590,1259.070,1371.350,2833.170,2566.890
2010-12-06,1223.120,0.052,-0.130,0.130,3.606,3.590,0.789,1.000,0.474,-1,-0.052,-0.725,False Negative,-1,-0.052,-0.725,False Negative,0.630,-0.630,-0.630,1260.660,1372.940,2834.760,2568.480
2010-12-07,1223.750,0.370,0.052,-0.078,1.466,2.120,2.046,1.000,0.490,-1,-0.370,-0.367,False Negative,-1,-0.370,-0.367,False Negative,4.530,-4.530,-4.530,1260.030,1372.310,2834.130,2567.850
2010-12-08,1228.280,0.384,0.370,0.422,0.553,3.269,2.549,1.000,0.474,-1,-0.384,-0.187,False Negative,-1,-0.384,-0.187,False Negative,4.720,-4.720,-4.720,1255.500,1367.780,2829.600,2563.320
2010-12-09,1233.000,0.600,0.384,0.756,0.677,3.809,4.639,1.000,0.474,-1,-0.600,-0.255,False Negative,-1,-0.600,-0.255,False Negative,7.400,-7.400,-7.400,1250.780,1363.060,2824.880,2558.600
2010-12-10,1240.400,0.005,0.600,0.987,1.413,5.070,5.244,1.000,0.463,-1,-0.005,-0.282,False Negative,-1,-0.005,-0.282,False Negative,0.060,-0.060,-0.060,1243.380,1355.660,2817.480,2551.200
2010-12-13,1240.460,0.091,0.005,0.605,1.365,2.851,3.658,1.000,0.483,-1,-0.091,-0.290,False Negative,-1,-0.091,-0.290,False Negative,1.130,-1.130,-1.130,1243.320,1355.600,2817.420,2551.140
2010-12-14,1241.590,-0.512,0.091,0.096,1.084,1.642,3.489,-1.000,0.497,-1,0.512,-0.114,True Negative,-1,0.512,-0.114,True Negative,-6.360,6.360,6.360,1242.190,1354.470,2816.290,2550.010
2010-12-15,1235.230,0.619,-0.512,-0.422,0.181,0.859,3.121,1.000,0.505,1,0.619,0.087,True Positive,-1,-0.619,-0.161,False Negative,7.640,-7.640,7.640,1248.550,1360.830,2822.650,2556.370
2010-12-16,1242.870,0.084,0.619,0.103,0.199,1.615,5.263,1.000,0.502,1,0.084,0.224,True Positive,-1,-0.084,-0.057,False Negative,1.040,-1.040,1.040,1240.910,1368.470,2815.010,2564.010
2010-12-17,1243.910,0.255,0.084,0.703,0.278,1.647,3.802,1.000,0.492,-1,-0.255,0.174,False Negative,-1,-0.255,-0.107,False Negative,3.170,-3.170,-3.170,1239.870,1369.510,2813.970,2565.050
2010-12-20,1247.080,0.603,0.255,0.339,0.442,1.531,4.849,1.000,0.500,-1,-0.603,0.071,False Negative,-1,-0.603,-0.210,False Negative,7.520,-7.520,-7.520,1236.700,1366.340,2810.800,2561.880
2010-12-21,1254.600,0.338,0.603,0.859,1.568,1.752,5.627,1.000,0.499,-1,-0.338,-0.099,False Negative,-1,-0.338,-0.380,False Negative,4.240,-4.240,-4.240,1229.180,1358.820,2803.280,2554.360
2010-12-22,1258.840,-0.164,0.338,0.943,1.285,1.487,6.632,-1.000,0.504,1,-0.164,-0.255,False Positive,-1,0.164,-0.223,True Negative,-2.070,2.070,-2.070,1224.940,1354.580,2799.040,2550.120
2010-12-23,1256.770,0.061,-0.164,0.173,1.034,1.315,4.204,1.000,0.502,1,0.061,-0.260,True Positive,-1,-0.061,-0.219,False Negative,0.770,-0.770,0.770,1227.010,1352.510,2801.110,2548.050
2010-12-27,1257.540,0.077,0.061,-0.103,0.839,1.285,2.948,1.000,0.500,1,0.077,-0.193,True Positive,-1,-0.077,-0.183,False Negative,0.970,-0.970,0.970,1226.240,1353.280,2800.340,2548.820
2010-12-28,1258.510,0.101,0.077,0.138,0.312,1.885,2.760,1.000,0.491,-1,-0.101,-0.093,False Negative,-1,-0.101,-0.083,False Negative,1.270,-1.270,-1.270,1225.270,1354.250,2799.370,2549.790
2010-12-29,1259.780,-0.151,0.101,0.178,0.075,1.361,2.997,-1.000,0.496,-1,0.151,0.005,True Negative,-1,0.151,0.015,True Negative,-1.900,1.900,1.900,1224.000,1352.980,2798.100,2548.520
2010-12-30,1257.880,-0.019,-0.151,-0.050,0.088,1.123,2.789,-1.000,0.499,-1,0.019,0.041,True Negative,-1,0.019,-0.014,True Negative,-0.240,0.240,0.240,1225.900,1354.880,2800.000,2550.420
2010-12-31,1257.640,1.131,-0.019,-0.170,0.008,0.847,2.390,1.000,0.501,1,1.131,0.255,True Positive,-1,-1.131,-0.228,False Negative,0.000,-0.000,0.000,1226.140,1355.120,2800.240,2550.660
2011-01-03,1271.870,-0.131,1.131,1.112,1.062,1.377,3.152,-1.000,0.489,-1,0.131,0.000,True Negative,-1,0.131,0.000,True Negative,-1.670,1.670,1.670,1271.870,1271.870,2800.240,2550.660
2011-01-04,1270.200,0.501,-0.131,0.999,0.827,0.902,2.402,1.000,0.495,-1,-0.501,0.000,False Negative,-1,-0.501,0.000,False Negative,6.360,-6.360,-6.360,1273.540,1273.540,2801.910,2552.330
2011-01-05,1276.560,-0.212,0.501,0.369,1.485,1.575,2.910,-1.000,0.495,-1,0.212,0.000,True Negative,-1,0.212,0.000,True Negative,-2.710,2.710,2.710,1267.180,1267.180,2795.550,2545.970
2011-01-06,1273.850,-0.184,-0.212,0.287,1.289,1.297,2.598,-1.000,0.499,-1,0.184,0.000,True Negative,-1,0.184,0.000,True Negative,-2.350,2.350,2.350,1269.890,1269.890,2798.260,2548.680
2011-01-07,1271.500,-0.138,-0.184,-0.396,-0.029,1.032,2.936,-1.000,0.503,1,-0.138,0.000,False Positive,-1,0.138,0.000,True Negative,-1.750,1.750,-1.750,1272.240,1272.240,2800.610,2551.030
2011-01-10,1269.750,0.373,-0.138,-0.322,-0.035,0.791,2.163,1.000,0.503,1,0.373,0.026,True Positive,-1,-0.373,-0.068,False Negative,4.730,-4.730,4.730,1273.990,1270.490,2802.360,2549.280
2011-01-11,1274.480,0.901,0.373,0.234,-0.163,1.320,2.458,1.000,0.492,-1,-0.901,-0.054,False Negative,-1,-0.901,-0.148,False Negative,11.480,-11.480,-11.480,1269.260,1275.220,2797.630,2554.010
2011-01-12,1285.960,-0.171,0.901,1.277,0.951,2.252,3.118,-1.000,0.479,-1,0.171,-0.062,True Negative,-1,0.171,-0.156,True Negative,-2.200,2.200,2.200,1257.780,1263.740,2786.150,2542.530
2011-01-13,1283.760,0.738,-0.171,0.728,0.964,0.935,2.324,1.000,0.497,-1,-0.738,-0.247,False Negative,-1,-0.738,-0.341,False Negative,9.480,-9.480,-9.480,1259.980,1265.940,2788.350,2544.730
2011-01-14,1293.240,0.138,0.738,0.566,1.850,1.814,2.733,1.000,0.492,-1,-0.138,-0.247,False Negative,-1,-0.138,-0.396,False Negative,1.780,-1.780,-1.780,1250.500,1256.460,2778.870,2535.250
2011-01-18,1295.020,-1.012,0.138,0.877,1.612,1.446,3.044,-1.000,0.494,-1,1.012,-0.119,True Negative,-1,1.012,-0.119,True Negative,-13.100,13.100,13.100,1248.720,1254.680,2777.090,2533.470
2011-01-19,1281.920,-0.129,-1.012,-0.875,-0.314,0.634,1.939,-1.000,0.509,1,-0.129,0.036,False Positive,1,-0.129,0.036,False Positive,-1.660,-1.660,-1.660,1261.820,1267.780,2790.190,2546.570
2011-01-20,1280.260,0.241,-0.129,-1.140,-0.273,0.689,1.728,1.000,0.508,1,0.241,0.050,True Positive,-1,-0.241,-0.047,False Negative,3.090,-3.090,3.090,1260.160,1266.120,2788.530,2544.910
2011-01-21,1283.350,0.584,0.241,0.112,-0.765,1.071,1.871,1.000,0.492,-1,-0.584,0.080,False Negative,-1,-0.584,-0.016,False Negative,7.490,-7.490,-7.490,1257.070,1269.210,2785.440,2548.000
2011-01-24,1290.840,0.026,0.584,0.826,-0.323,1.284,2.620,1.000,0.487,-1,-0.026,0.103,False Negative,-1,-0.026,0.006,False Negative,0.340,-0.340,-0.340,1249.580,1261.720,2777.950,2540.510
2011-01-25,1291.180,0.422,0.026,0.610,0.722,0.406,2.667,1.000,0.503,1,0.422,-0.015,True Positive,-1,-0.422,-0.280,False Negative,5.450,-5.450,5.450,1249.240,1261.380,2777.610,2540.170
2011-01-26,1296.630,0.224,0.422,0.449,1.279,1.003,1.947,1.000,0.497,-1,-0.224,-0.034,False Negative,-1,-0.224,-0.299,False Negative,2.910,-2.910,-2.910,1243.790,1266.830,2772.160,2545.620
2011-01-27,1299.540,-1.785,0.224,0.647,1.262,0.487,2.310,-1.000,0.502,1,-1.785,-0.439,False Positive,-1,1.785,0.106,True Negative,-23.200,23.200,-23.200,1240.880,1263.920,2769.250,2542.710
2011-01-28,1276.340,0.766,-1.785,-1.565,-1.123,-1.442,-0.017,1.000,0.529,1,0.766,-0.169,True Positive,1,0.766,0.376,True Positive,9.780,9.780,9.780,1264.080,1240.720,2792.450,2519.510
2011-01-31,1286.120,1.669,0.766,-1.033,-0.392,0.328,0.963,1.000,0.506,1,1.669,0.170,True Positive,-1,-1.669,0.047,False Negative,21.470,-21.470,21.470,1273.860,1250.500,2802.230,2529.290
2011-02-01,1307.590,-0.272,1.669,2.448,0.845,2.135,2.838,-1.000,0.468,-1,0.272,0.140,True Negative,-1,0.272,0.186,True Negative,-3.560,3.560,3.560,1252.390,1271.970,2780.760,2550.760
2011-02-02,1304.030,0.235,-0.272,1.393,0.346,1.611,2.700,1.000,0.484,-1,-0.235,0.137,False Negative,-1,-0.235,0.184,False Negative,3.070,-3.070,-3.070,1255.950,1275.530,2784.320,2554.320
2011-02-03,1307.100,0.288,0.235,-0.037,2.410,1.260,2.559,1.000,0.505,1,0.288,0.552,True Positive,-1,-0.288,-0.231,False Negative,3.770,-3.770,3.770,1252.880,1272.460,2781.250,2551.250
2011-02-04,1310.870,0.624,0.288,0.525,1.924,1.525,1.937,1.000,0.494,-1,-0.624,0.274,False Negative,-1,-0.624,-0.509,False Negative,8.180,-8.180,-8.180,1249.110,1276.230,2777.480,2555.020
2011-02-07,1319.050,0.418,0.624,0.914,0.876,1.729,2.749,1.000,0.486,-1,-0.418,-0.143,False Negative,-1,-0.418,-0.259,False Negative,5.520,-5.520,-5.520,1240.930,1268.050,2769.300,2546.840
2011-02-08,1324.570,-0.279,0.418,1.045,1.575,1.926,2.423,-1.000,0.485,-1,0.279,-0.142,True Negative,-1,0.279,-0.257,True Negative,-3.690,3.690,3.690,1235.410,1262.530,2763.780,2541.320
2011-02-09,1320.880,0.075,-0.279,0.139,1.054,3.490,1.997,1.000,0.475,-1,-0.075,-0.110,False Negative,-1,-0.075,-0.225,False Negative,0.990,-0.990,-0.990,1239.100,1266.220,2767.470,2545.010
2011-02-10,1321.870,0.551,0.075,-0.204,0.839,2.780,3.116,1.000,0.487,-1,-0.551,-0.278,False Negative,-1,-0.551,-0.278,False Negative,7.280,-7.280,-7.280,1238.110,1265.230,2766.480,2544.020
2011-02-11,1329.150,0.238,0.551,0.626,0.766,1.649,3.819,1.000,0.493,-1,-0.238,-0.201,False Negative,-1,-0.238,-0.201,False Negative,3.170,-3.170,-3.170,1230.830,1257.950,2759.200,2536.740
2011-02-14,1332.320,-0.323,0.238,0.791,0.585,2.169,3.816,-1.000,0.486,-1,0.323,-0.052,True Negative,-1,0.323,-0.052,True Negative,-4.310,4.310,4.310,1227.660,1254.780,2756.030,2533.570
2011-02-15,1328.010,0.626,-0.323,-0.086,0.540,1.600,2.880,1.000,0.497,-1,-0.626,-0.233,False Negative,-1,-0.626,-0.233,False Negative,8.310,-8.310,-8.310,1231.970,1259.090,2760.340,2537.880
2011-02-16,1336.320,0.308,0.626,0.300,1.093,1.941,3.496,1.000,0.492,-1,-0.308,-0.280,False Negative,-1,-0.308,-0.280,False Negative,4.110,-4.110,-4.110,1223.660,1250.780,2752.030,2529.570
2011-02-17,1340.430,0.192,0.308,0.935,0.849,1.621,3.378,1.000,0.490,-1,-0.192,-0.208,False Negative,-1,-0.192,-0.208,False Negative,2.580,-2.580,-2.580,1219.550,1246.670,2747.920,2525.460
2011-02-18,1343.010,-2.053,0.192,0.501,0.802,1.392,3.345,-1.000,0.496,-1,2.053,0.250,True Negative,-1,2.053,0.250,True Negative,-27.570,27.570,27.570,1216.970,1244.090,2745.340,2522.880
2011-02-22,1315.440,-0.611,-2.053,-1.864,-0.947,-0.412,3.063,-1.000,0.531,1,-0.611,0.063,False Positive,1,-0.611,0.063,False Positive,-8.040,-8.040,-8.040,1244.540,1271.660,2772.910,2550.450
2011-02-23,1307.400,-0.099,-0.611,-2.652,-2.164,-1.095,1.655,-1.000,0.533,1,-0.099,0.169,False Positive,1,-0.099,0.169,False Positive,-1.300,-1.300,-1.300,1236.500,1263.620,2764.870,2542.410
2011-02-24,1306.100,1.055,-0.099,-0.710,-2.561,-1.734,-0.114,1.000,0.515,1,1.055,0.441,True Positive,1,1.055,0.441,True Positive,13.780,13.780,13.780,1235.200,1262.320,2763.570,2541.110
2011-02-25,1319.880,0.556,1.055,0.955,-1.722,-0.934,1.215,1.000,0.498,-1,-0.556,0.368,False Negative,-1,-0.556,0.368,False Negative,7.340,-7.340,-7.340,1248.980,1276.100,2777.350,2554.890
2011-02-28,1327.220,-1.574,0.556,1.617,0.896,-0.059,1.539,-1.000,0.495,-1,1.574,0.273,True Negative,-1,1.574,0.273,True Negative,-20.890,20.890,20.890,1241.640,1268.760,2770.010,2547.550
2011-03-01,1306.330,0.162,-1.574,-1.027,-0.082,-2.244,-0.346,1.000,0.535,1,0.162,0.427,True Positive,1,0.162,0.427,True Positive,2.110,2.110,2.110,1262.530,1289.650,2790.900,2568.440
2011-03-02,1308.440,1.722,0.162,-1.415,0.179,-2.387,-0.804,1.000,0.535,1,1.722,0.791,True Positive,1,1.722,0.791,True Positive,22.530,22.530,22.530,1264.640,1291.760,2793.010,2570.550
2011-03-03,1330.970,-0.738,1.722,1.886,0.840,-0.896,0.483,-1.000,0.496,-1,0.738,0.728,True Negative,-1,0.738,0.728,True Negative,-9.820,9.820,9.820,1287.170,1314.290,2815.540,2593.080
2011-03-04,1321.150,-0.834,-0.738,0.971,-0.457,0.434,0.020,-1.000,0.489,-1,0.834,1.006,True Negative,-1,0.834,1.006,True Negative,-11.020,11.020,11.020,1296.990,1324.110,2825.360,2602.900
2011-03-07,1310.130,0.892,-0.834,-1.566,0.291,0.209,-0.888,1.000,0.512,1,0.892,0.870,True Positive,1,0.892,0.870,True Positive,11.690,11.690,11.690,1308.010,1335.130,2836.380,2613.920
