cdate,cp,pctlead,pctlag1,pctlag2,pctlag4,pctlag8,pctlag16
1950-01-03,16.660,1.140,0.000,0.000,0.000,0.000,0.000
1950-01-04,16.850,0.475,1.140,1.140,1.140,1.140,1.140
1950-01-05,16.930,0.295,0.475,1.621,1.621,1.621,1.621
1950-01-06,16.980,0.589,0.295,0.772,1.921,1.921,1.921
1950-01-09,17.080,-0.293,0.589,0.886,2.521,2.521,2.521
1950-01-10,17.030,0.352,-0.293,0.294,1.068,2.221,2.221
1950-01-11,17.090,-1.931,0.352,0.059,0.945,2.581,2.581
1950-01-12,16.760,-0.537,-1.931,-1.585,-1.296,0.600,0.600
1950-01-13,16.670,0.300,-0.537,-2.458,-2.400,0.060,0.060
1950-01-16,16.720,0.837,0.300,-0.239,-1.820,-0.772,0.360
1950-01-17,16.860,-0.059,0.837,1.140,-1.346,-0.413,1.200
1950-01-18,16.850,0.119,-0.059,0.778,0.537,-0.766,1.140
1950-01-19,16.870,0.178,0.119,0.059,1.200,-1.230,1.261
1950-01-20,16.900,0.118,0.178,0.297,1.077,-0.763,1.441
1950-01-23,16.920,-0.355,0.118,0.296,0.356,-0.995,1.561
1950-01-24,16.860,-0.712,-0.355,-0.237,0.059,0.597,1.200
1950-01-25,16.740,-0.060,-0.712,-1.064,-0.771,0.420,0.480
1950-01-26,16.730,0.538,-0.060,-0.771,-1.006,0.060,-0.712
1950-01-27,16.820,1.189,0.538,0.478,-0.591,-0.237,-0.650
1950-01-30,17.020,0.176,1.189,1.733,0.949,1.009,0.236
1950-01-31,17.050,0.000,0.176,1.367,1.852,1.067,-0.176
1950-02-01,17.050,1.056,0.000,0.176,1.913,0.888,0.117
1950-02-02,17.230,0.348,1.056,1.056,2.438,1.832,0.819
1950-02-03,17.290,0.174,0.348,1.408,1.586,2.550,3.162
1950-02-06,17.320,-0.520,0.174,0.522,1.584,3.465,3.899
1950-02-07,17.230,-0.116,-0.520,-0.347,1.056,2.989,3.050
1950-02-08,17.210,0.407,-0.116,-0.635,-0.116,2.319,2.076
1950-02-09,17.280,-0.231,0.407,0.290,-0.058,1.528,2.552
1950-02-10,17.240,-1.044,-0.231,0.174,-0.462,1.114,2.193
1950-02-14,17.060,0.000,-1.044,-1.273,-0.987,0.059,0.947
1950-02-15,17.060,-0.410,0.000,-1.044,-0.872,-0.987,0.827
1950-02-16,16.990,0.942,-0.410,-0.410,-1.678,-1.735,0.771
1950-02-17,17.150,0.292,0.942,0.528,-0.522,-0.982,2.449
1950-02-20,17.200,-0.174,0.292,1.236,0.821,-0.174,2.809
1950-02-21,17.170,0.233,-0.174,0.117,0.645,-0.232,2.081
1950-02-23,17.210,0.407,0.233,0.058,1.295,-0.405,1.116
1950-02-24,17.280,0.000,0.407,0.641,0.758,0.232,1.349
1950-02-27,17.280,-0.347,0.000,0.407,0.465,1.290,1.349
1950-02-28,17.220,0.116,-0.347,-0.347,0.291,0.938,-0.058
1950-03-01,17.240,-0.058,0.116,-0.231,0.174,1.471,-0.289
1950-03-02,17.230,0.348,-0.058,0.058,-0.289,0.466,-0.520
1950-03-03,17.290,0.174,0.348,0.290,0.058,0.523,0.348
1950-03-06,17.320,-0.693,0.174,0.522,0.581,0.874,0.639
1950-03-07,17.200,-0.058,-0.693,-0.521,-0.232,-0.058,-0.463
1950-03-08,17.190,-0.698,-0.058,-0.751,-0.232,-0.521,-0.290
1950-03-09,17.070,0.117,-0.698,-0.756,-1.272,-1.215,0.059
1950-03-10,17.090,0.176,0.117,-0.582,-1.328,-0.755,0.176
1950-03-13,17.120,0.759,0.176,0.293,-0.465,-0.696,0.765
1950-03-14,17.250,1.159,0.759,0.936,0.349,0.116,0.583
1950-03-15,17.450,0.229,1.159,1.928,2.226,0.925,1.453
1950-03-16,17.490,-0.229,0.229,1.391,2.341,0.982,1.864
1950-03-17,17.450,-0.057,-0.229,0.000,1.928,1.453,1.395
1950-03-20,17.440,0.057,-0.057,-0.286,1.101,1.454,0.926
1950-03-21,17.450,0.573,0.057,0.000,0.000,2.226,0.984
1950-03-22,17.550,0.057,0.573,0.631,0.343,2.692,1.916
1950-03-23,17.560,0.000,0.057,0.630,0.630,2.570,1.856
1950-03-24,17.560,-0.569,0.000,0.057,0.688,1.797,1.915
1950-03-27,17.460,0.401,-0.569,-0.569,0.057,0.057,0.983
1950-03-28,17.530,-0.513,0.401,-0.171,-0.114,0.229,1.212
1950-03-29,17.440,-0.803,-0.513,-0.115,-0.683,-0.057,1.395
1950-03-30,17.300,-0.058,-0.803,-1.312,-1.481,-0.803,0.640
1950-03-31,17.290,1.388,-0.058,-0.860,-0.974,-0.917,1.289
1950-04-03,17.530,0.114,1.388,1.329,0.000,-0.114,2.575
1950-04-04,17.550,0.456,0.114,1.504,0.631,-0.057,2.512
1950-04-05,17.630,0.851,0.456,0.570,1.908,0.399,2.203
1950-04-06,17.780,0.394,0.851,1.311,2.834,1.833,1.891
1950-04-10,17.850,-0.560,0.394,1.248,1.825,1.825,2.058
1950-04-11,17.750,1.070,-0.560,-0.169,1.140,1.778,1.719
1950-04-12,17.940,0.223,1.070,0.504,1.758,3.699,2.867
1950-04-13,17.980,-0.111,0.223,1.296,1.125,3.991,3.037
1950-04-14,17.960,-0.445,-0.111,0.111,0.616,2.453,2.336
1950-04-17,17.880,0.839,-0.445,-0.556,0.732,1.880,1.822
1950-04-18,18.030,0.111,0.839,0.390,0.502,2.269,2.677
1950-04-19,18.050,-0.665,0.111,0.951,0.389,1.519,3.379
1950-04-20,17.930,0.167,-0.665,-0.555,-0.167,0.448,2.282
1950-04-21,17.960,-0.724,0.167,-0.499,0.447,1.183,2.982
1950-04-24,17.830,0.000,-0.724,-0.558,-1.109,-0.613,3.064
1950-04-25,17.830,-0.393,0.000,-0.724,-1.219,-0.834,3.123
1950-04-26,17.760,0.563,-0.393,-0.393,-0.948,-1.114,1.312
1950-04-27,17.860,0.560,0.563,0.168,-0.557,-0.112,1.766
1950-04-28,17.960,1.448,0.560,1.126,0.729,-0.388,1.872
1950-05-01,18.220,-0.604,1.448,2.016,2.187,0.942,2.475
1950-05-02,18.110,0.883,-0.604,0.835,1.971,1.004,1.457
1950-05-03,18.270,-0.821,0.883,0.274,2.296,1.726,2.930
1950-05-04,18.120,0.552,-0.821,0.055,0.891,1.626,1.003
1950-05-05,18.220,0.274,0.552,-0.274,0.000,2.187,1.335
1950-05-08,18.270,0.000,0.274,0.828,0.883,2.872,1.726
1950-05-09,18.270,0.109,0.000,0.274,0.000,2.296,2.181
1950-05-10,18.290,0.000,0.109,0.109,0.938,1.837,1.442
1950-05-11,18.290,-0.601,0.000,0.109,0.384,0.384,1.330
1950-05-12,18.180,0.440,-0.601,-0.601,-0.493,0.387,1.394
1950-05-15,18.260,0.986,0.440,-0.164,-0.055,-0.055,1.670
1950-05-16,18.440,0.434,0.986,1.430,0.820,1.766,3.421
1950-05-17,18.520,0.216,0.434,1.424,1.258,1.647,3.870
1950-05-18,18.560,0.647,0.216,0.651,2.090,1.587,4.504
1950-05-19,18.680,-0.428,0.647,0.864,2.300,2.244,4.591
1950-05-22,18.600,0.591,-0.428,0.216,0.868,1.695,3.563
1950-05-23,18.710,-0.107,0.591,0.161,1.026,2.296,2.689
1950-05-24,18.690,0.000,-0.107,0.484,0.700,2.805,3.203
1950-05-25,18.690,-0.107,0.000,-0.107,0.054,2.355,2.299
1950-05-26,18.670,0.268,-0.107,-0.107,0.376,1.247,3.035
1950-05-29,18.720,0.321,0.268,0.161,0.053,1.080,2.744
1950-05-31,18.780,-0.053,0.321,0.589,0.482,1.185,2.791
1950-06-01,18.770,0.107,-0.053,0.267,0.428,0.482,2.737
1950-06-02,18.790,-1.011,0.107,0.053,0.643,1.022,2.734
1950-06-05,18.600,1.505,-1.011,-0.906,-0.641,-0.588,1.695
1950-06-06,18.880,0.265,1.505,0.479,0.532,1.017,3.850
1950-06-07,18.930,1.109,0.265,1.774,0.852,1.284,3.669
1950-06-08,19.140,0.627,1.109,1.377,1.863,2.517,3.796
1950-06-09,19.260,0.727,0.627,1.743,3.548,2.885,3.996
1950-06-12,19.400,-0.773,0.727,1.358,2.754,3.301,4.526
1950-06-13,19.250,-1.403,-0.773,-0.052,1.690,2.557,3.051
1950-06-14,18.980,-0.263,-1.403,-2.165,-0.836,1.011,2.043
1950-06-15,18.930,0.211,-0.263,-1.662,-1.713,1.774,1.176
1950-06-16,18.970,-0.264,0.211,-0.053,-2.217,0.477,1.498
1950-06-19,18.920,-0.476,-0.264,-0.053,-1.714,-0.053,1.231
1950-06-20,18.830,0.903,-0.476,-0.738,-0.790,-1.620,0.857
1950-06-21,19.000,0.842,0.903,0.423,0.370,-1.350,1.496
1950-06-22,19.160,-0.104,0.842,1.753,1.002,-1.237,2.023
1950-06-23,19.140,-5.381,-0.104,0.737,1.163,-0.571,1.971
1950-06-26,18.110,-1.104,-5.381,-5.480,-3.824,-4.584,-3.619
1950-06-27,17.910,1.117,-1.104,-6.426,-5.737,-5.388,-3.710
1950-06-28,18.110,-3.700,1.117,0.000,-5.480,-4.533,-4.078
1950-06-29,17.440,1.433,-3.700,-2.624,-8.882,-7.822,-7.871
1950-06-30,17.690,-0.283,1.433,-2.319,-2.319,-6.054,-7.576
1950-07-03,17.640,0.964,-0.283,1.147,-1.508,-7.158,-8.411
1950-07-05,17.810,0.561,0.964,0.678,-1.657,-7.046,-8.196
1950-07-06,17.910,-1.340,0.561,1.531,2.695,-6.426,-6.961
1950-07-07,17.670,-0.453,-1.340,-0.786,-0.113,-2.430,-6.902
1950-07-10,17.590,-1.535,-0.453,-1.787,-0.283,-1.787,-7.079
1950-07-11,17.320,-2.598,-1.535,-1.981,-2.751,-4.362,-8.698
1950-07-12,16.870,-1.067,-2.598,-4.093,-5.807,-3.268,-10.835
1950-07-13,16.690,1.078,-1.067,-3.637,-5.546,-5.653,-11.365
1950-07-14,16.870,-1.126,1.078,0.000,-4.093,-4.365,-11.211
1950-07-17,16.680,2.278,-1.126,-0.060,-3.695,-6.345,-12.944
1950-07-18,17.060,1.759,2.278,1.126,1.126,-4.746,-10.867
1950-07-19,17.360,1.440,1.759,4.077,4.014,-1.754,-4.141
1950-07-20,17.610,-0.114,1.440,3.224,4.386,0.114,-1.675
1950-07-21,17.590,-0.625,-0.114,1.325,5.456,1.559,-2.871
1950-07-24,17.480,-1.430,-0.625,-0.738,2.462,3.616,0.229
1950-07-25,17.230,0.232,-1.430,-2.047,-0.749,3.235,-2.600
1950-07-26,17.270,1.332,0.232,-1.201,-1.931,2.371,-2.098
1950-07-27,17.500,1.086,1.332,1.567,-0.512,4.916,-1.741
1950-07-28,17.690,0.848,1.086,2.432,1.201,3.693,-1.228
1950-07-31,17.840,1.009,0.848,1.943,3.540,2.765,0.962
1950-08-01,18.020,-0.388,1.009,1.865,4.343,2.328,2.445
1950-08-02,17.950,0.223,-0.388,0.617,2.571,2.047,3.637
1950-08-03,17.990,0.834,0.223,-0.166,1.696,2.918,6.639
1950-08-04,18.140,1.488,0.834,1.058,1.682,5.281,8.688
1950-08-07,18.410,0.272,1.488,2.335,2.164,6.601,9.129
1950-08-08,18.460,0.813,0.272,1.764,2.841,5.486,10.671
1950-08-09,18.610,-0.699,0.813,1.086,3.446,5.201,9.086
1950-08-10,18.480,-1.082,-0.699,0.108,1.874,3.587,6.452
1950-08-11,18.280,0.055,-1.082,-1.773,-0.706,1.443,3.805
1950-08-14,18.290,0.164,0.055,-1.028,-0.921,1.894,3.980
1950-08-15,18.320,0.109,0.164,0.219,-1.558,1.834,4.805
1950-08-16,18.340,1.091,0.109,0.273,-0.758,1.103,6.442
1950-08-17,18.540,0.755,1.091,1.201,1.422,0.706,7.354
1950-08-18,18.680,0.107,0.755,1.854,2.132,1.192,6.743
1950-08-21,18.700,-0.107,0.107,0.863,2.074,0.484,5.709
1950-08-22,18.680,0.749,-0.107,0.000,1.854,1.082,4.709
1950-08-23,18.820,-0.159,0.749,0.642,1.510,2.954,4.440
1950-08-24,18.790,-1.330,-0.159,0.589,0.589,2.734,4.680
1950-08-25,18.540,-0.054,-1.330,-1.488,-0.856,1.201,3.057
1950-08-28,18.530,0.054,-0.054,-1.384,-0.803,1.036,2.150
1950-08-29,18.540,-0.593,0.054,0.000,-1.488,0.000,0.706
1950-08-30,18.430,-0.054,-0.593,-0.540,-1.916,-1.338,-0.163
1950-08-31,18.420,0.706,-0.054,-0.647,-0.647,-1.497,-1.021
1950-09-01,18.550,0.701,0.706,0.651,0.108,-0.696,0.379
1950-09-05,18.680,-0.749,0.701,1.412,0.755,-0.744,2.188
1950-09-06,18.540,0.270,-0.749,-0.054,0.597,-1.330,1.367
1950-09-07,18.590,0.861,0.270,-0.482,0.923,0.270,1.474
1950-09-08,18.750,-0.747,0.861,1.133,1.078,1.187,2.236
1950-09-11,18.610,1.397,-0.747,0.108,-0.375,0.378,0.378
1950-09-12,18.870,1.166,1.397,0.640,1.780,2.387,1.017
1950-09-13,19.090,0.471,1.166,2.579,2.690,3.637,2.086
1950-09-14,19.180,0.574,0.471,1.643,2.293,3.396,2.677
1950-09-15,19.290,0.415,0.574,1.048,3.654,3.266,2.497
1950-09-18,19.370,-0.310,0.415,0.991,2.650,4.477,3.087
1950-09-19,19.310,-0.518,-0.310,0.104,1.152,3.873,4.153
1950-09-20,19.210,0.833,-0.518,-0.826,0.156,2.453,3.670
1950-09-21,19.370,0.361,0.833,0.311,0.415,4.084,4.477
1950-09-22,19.440,-0.103,0.361,1.197,0.361,3.021,5.480
1950-09-25,19.420,-1.442,-0.103,0.258,0.570,1.729,5.429
1950-09-26,19.140,1.411,-1.442,-1.543,-0.364,-0.209,3.181
1950-09-27,19.410,0.052,1.411,-0.051,0.206,0.622,3.908
1950-09-28,19.420,0.154,0.052,1.463,-0.103,0.258,4.746
1950-09-29,19.450,1.234,0.154,0.206,0.154,0.725,4.626
1950-10-02,19.690,-0.152,1.234,1.390,2.874,2.499,5.013
1950-10-03,19.660,1.729,-0.152,1.080,1.288,1.497,5.642
1950-10-04,20.000,-0.550,1.729,1.574,2.987,2.881,5.988
1950-10-05,19.890,1.156,-0.550,1.170,2.262,2.420,4.191
1950-10-06,20.120,-0.596,1.156,0.600,2.184,5.120,4.901
1950-10-09,20.000,-1.100,-0.596,0.553,1.729,3.040,3.681
1950-10-10,19.780,0.404,-1.100,-1.690,-1.100,1.854,2.117
1950-10-11,19.860,-0.050,0.404,-0.700,-0.151,2.108,2.848
1950-10-13,19.850,-0.705,-0.050,0.354,-1.342,0.813,3.332
1950-10-16,19.710,0.913,-0.705,-0.755,-1.450,0.254,1.755
1950-10-17,19.890,0.603,0.913,0.202,0.556,-0.550,2.315
1950-10-18,20.010,0.050,0.603,1.522,0.755,0.603,3.038
1950-10-19,20.020,-0.300,0.050,0.654,0.856,-0.497,4.598
1950-10-20,19.960,0.000,-0.300,-0.250,1.268,-0.200,2.834
1950-10-23,19.960,0.601,0.000,-0.300,0.352,0.910,2.781
1950-10-24,20.080,-0.149,0.601,0.601,0.350,1.108,3.239
1950-10-25,20.050,-2.195,-0.149,0.451,0.150,1.008,1.828
1950-10-26,19.610,0.816,-2.195,-2.341,-1.753,-0.507,-0.254
1950-10-27,19.770,-0.809,0.816,-1.397,-0.952,-0.603,-1.150
1950-10-30,19.610,-0.408,-0.809,0.000,-2.341,-1.999,-1.408
1950-10-31,19.530,0.154,-0.408,-1.214,-2.594,-2.448,-2.932
1950-11-01,19.560,0.869,0.154,-0.255,-0.255,-2.004,-2.200
1950-11-02,19.730,0.608,0.869,1.024,-0.202,-1.152,-0.253
1950-11-03,19.850,-2.469,0.608,1.483,1.224,-1.145,-0.050
1950-11-06,19.360,1.033,-2.469,-1.875,-0.870,-3.441,-2.469
1950-11-08,19.560,1.176,1.033,-1.461,0.000,-0.255,-0.761
1950-11-09,19.790,0.758,1.176,2.221,0.304,0.101,-0.503
1950-11-10,19.940,0.351,0.758,1.943,0.453,1.683,-0.350
1950-11-13,20.010,-0.750,0.351,1.112,3.357,2.458,-0.050
1950-11-14,19.860,-0.201,-0.750,-0.401,1.534,1.534,-0.501
1950-11-15,19.820,-0.505,-0.201,-0.950,0.152,0.456,-0.701
1950-11-16,19.720,0.710,-0.505,-0.705,-1.103,-0.655,-1.793
1950-11-17,19.860,0.352,0.710,0.202,-0.750,2.583,-0.948
1950-11-20,19.930,-0.251,0.352,1.065,0.352,1.892,1.632
1950-11-21,19.880,1.408,-0.251,0.101,0.303,0.455,0.556
1950-11-22,20.160,0.794,1.408,1.154,2.231,1.103,2.805
1950-11-24,20.320,-0.689,0.794,2.213,2.316,1.549,4.045
1950-11-27,20.180,-3.072,-0.689,0.099,1.254,1.611,3.170
1950-11-28,19.560,-0.971,-3.072,-3.740,-1.610,-1.312,-0.862
1950-11-29,19.370,0.723,-0.971,-4.014,-3.919,-1.775,-2.418
1950-11-30,19.510,0.769,0.723,-0.256,-3.986,-1.762,0.775
1950-12-01,19.660,-3.357,0.769,1.497,-2.577,-1.355,0.511
1950-12-04,19.000,1.632,-3.357,-2.614,-2.863,-4.427,-3.992
1950-12-05,19.310,0.725,1.632,-1.780,-0.310,-4.216,-3.159
1950-12-06,19.450,-0.257,0.725,2.368,-0.308,-4.281,-2.799
1950-12-07,19.400,0.000,-0.257,0.466,-1.322,-3.865,-2.316
1950-12-08,19.400,1.649,0.000,-0.257,2.105,-0.818,-2.119
1950-12-11,19.720,-0.203,1.649,1.649,2.123,1.807,0.000
1950-12-12,19.680,-0.051,-0.203,1.443,1.183,0.871,-0.906
1950-12-13,19.670,-1.220,-0.051,-0.254,1.392,0.051,-1.305
1950-12-14,19.430,-0.515,-1.220,-1.270,0.155,2.263,-2.264
1950-12-15,19.330,2.690,-0.515,-1.729,-1.978,0.104,-4.117
1950-12-18,19.850,0.554,2.690,2.162,0.864,2.057,-2.313
1950-12-19,19.960,0.050,0.554,3.259,1.474,2.887,-1.090
1950-12-20,19.970,0.050,0.050,0.605,2.779,2.938,2.096
1950-12-21,19.980,0.450,0.050,0.100,3.363,1.318,3.149
1950-12-22,20.070,-0.747,0.450,0.501,1.108,1.982,2.870
1950-12-26,19.920,1.908,-0.747,-0.300,-0.200,1.271,1.322
1950-12-27,20.300,0.394,1.908,1.146,1.652,4.478,6.842
1950-12-28,20.380,0.245,0.394,2.309,2.002,5.432,5.541
1950-12-29,20.430,1.664,0.245,0.640,1.794,2.922,5.039
1951-01-02,20.770,-0.385,1.664,1.914,4.267,4.058,7.062
1951-01-03,20.690,0.870,-0.385,1.273,1.921,3.605,6.649
1951-01-04,20.870,0.000,0.870,0.481,2.404,4.454,5.832
1951-01-05,20.870,0.623,0.000,0.870,2.154,3.986,6.047
1951-01-08,21.000,0.571,0.623,0.623,1.107,5.422,6.762
1951-01-09,21.120,-1.278,0.571,1.198,2.078,4.039,8.698
1951-01-10,20.850,1.631,-1.278,-0.714,-0.096,2.306,7.863
1951-01-11,21.190,-0.378,1.631,0.331,1.533,3.720,6.751
1951-01-12,21.110,0.900,-0.378,1.247,0.524,1.637,5.762
1951-01-15,21.300,0.751,0.900,0.519,0.852,2.948,6.660
1951-01-16,21.460,0.419,0.751,1.658,2.926,2.827,7.407
1951-01-17,21.550,-0.696,0.419,1.174,1.699,3.258,7.374
1951-01-18,21.400,-0.187,-0.696,-0.280,1.374,1.905,7.430
1951-01-19,21.360,-0.843,-0.187,-0.882,0.282,1.136,5.222
1951-01-22,21.180,0.378,-0.843,-1.028,-1.305,1.583,3.925
1951-01-23,21.260,-0.470,0.378,-0.468,-1.346,0.330,4.063
1951-01-24,21.160,-0.614,-0.470,-0.094,-1.121,0.237,1.878
1951-01-25,21.030,1.094,-0.614,-1.082,-1.545,-1.268,1.643
1951-01-26,21.260,1.929,1.094,0.473,0.378,-0.932,1.869
1951-01-29,21.670,0.323,1.929,3.043,1.929,0.557,3.833
1951-01-30,21.740,-0.368,0.323,2.258,2.741,1.589,3.524
1951-01-31,21.660,0.508,-0.368,-0.046,2.996,1.404,2.557
1951-02-01,21.770,0.873,0.508,0.138,2.399,2.786,4.412
1951-02-02,21.960,1.093,0.873,1.385,1.338,3.293,3.634
1951-02-05,22.200,-0.360,1.093,1.975,2.116,4.915,5.163
1951-02-06,22.120,-0.588,-0.360,0.729,2.124,5.183,3.850
1951-02-07,21.990,0.455,-0.588,-0.946,1.011,3.434,2.470
1951-02-08,22.090,0.362,0.455,-0.136,0.592,1.938,2.506
1951-02-09,22.170,0.045,0.362,0.819,-0.135,1.978,3.598
1951-02-13,22.180,-0.271,0.045,0.407,0.271,2.401,3.839
1951-02-14,22.120,-0.542,-0.271,-0.226,0.591,1.608,4.438
1951-02-15,22.000,0.591,-0.542,-0.812,-0.407,0.182,3.481
1951-02-16,22.130,-1.356,0.591,0.045,-0.180,-0.315,4.584
1951-02-19,21.830,-0.183,-1.356,-0.773,-1.578,-1.311,3.804
1951-02-20,21.790,0.321,-0.183,-1.536,-1.492,-0.909,2.493
1951-02-21,21.860,0.274,0.321,0.137,-0.636,-1.041,0.877
1951-02-23,21.920,0.046,0.274,0.597,-0.949,-1.128,0.828
1951-02-26,21.930,-0.775,0.046,0.320,0.458,-1.127,1.247
1951-02-27,21.760,0.184,-0.775,-0.730,-0.138,-1.627,-0.046
1951-02-28,21.800,0.229,0.184,-0.593,-0.274,-0.909,-0.729
1951-03-01,21.850,0.366,0.229,0.414,-0.319,-1.265,-1.577
1951-03-02,21.930,-0.638,0.366,0.596,0.000,0.458,-0.859
1951-03-05,21.790,0.000,-0.638,-0.275,0.138,0.000,-0.909
1951-03-06,21.790,0.321,0.000,-0.638,-0.046,-0.320,-1.358
1951-03-07,21.860,0.412,0.321,0.321,0.046,-0.274,-1.398
1951-03-08,21.950,0.000,0.412,0.734,0.091,0.091,-1.037
1951-03-09,21.950,-1.139,0.000,0.412,0.734,0.873,-0.769
1951-03-12,21.700,-1.336,-1.139,-1.139,-0.413,-0.459,-1.364
1951-03-13,21.410,-0.747,-1.336,-2.460,-2.059,-2.014,-3.253
1951-03-14,21.250,0.188,-0.747,-2.074,-3.189,-3.101,-2.657
1951-03-15,21.290,1.644,0.188,-0.560,-3.007,-2.295,-2.295
1951-03-16,21.640,-0.370,1.644,1.835,-0.277,-0.688,-1.006
1951-03-19,21.560,-0.186,-0.370,1.268,0.701,-1.372,-1.642
1951-03-20,21.520,0.558,-0.186,-0.555,1.271,-1.959,-1.870
1951-03-21,21.640,0.416,0.558,0.371,1.644,-1.412,-0.551
1951-03-22,21.730,-0.920,0.416,0.976,0.416,0.138,-0.321
1951-03-26,21.530,-0.093,-0.920,-0.508,-0.139,0.560,-1.465
1951-03-27,21.510,-1.162,-0.093,-1.012,-0.046,1.224,-1.915
1951-03-28,21.260,0.329,-1.162,-1.254,-1.756,-0.141,-2.432
1951-03-29,21.330,0.703,0.329,-0.837,-1.841,-1.433,-2.111
1951-03-30,21.480,-0.745,0.703,1.035,-0.232,-0.371,-1.738
1951-04-02,21.320,-0.281,-0.745,-0.047,-0.883,-0.929,-2.870
1951-04-03,21.260,0.659,-0.281,-1.024,0.000,-1.756,-3.144
1951-04-04,21.400,1.355,0.659,0.375,0.328,-1.519,-1.382
1951-04-05,21.690,0.138,1.355,2.023,0.978,0.743,1.308
1951-04-06,21.720,-0.184,0.138,1.495,1.876,0.976,2.212
1951-04-09,21.680,-0.138,-0.184,-0.046,1.976,1.976,1.832
1951-04-10,21.650,-0.046,-0.138,-0.322,1.168,1.500,0.046
1951-04-11,21.640,0.878,-0.046,-0.185,-0.231,0.745,0.371
1951-04-12,21.830,1.191,0.878,0.831,0.506,2.392,1.441
1951-04-13,22.090,-0.226,1.191,2.079,1.891,3.904,2.079
1951-04-16,22.040,0.227,-0.226,0.962,1.801,2.991,1.427
1951-04-17,22.090,0.181,0.227,0.000,2.079,1.844,2.601
1951-04-18,22.130,-0.407,0.181,0.408,1.374,1.888,2.882
1951-04-19,22.040,0.000,-0.407,-0.226,-0.226,1.661,3.669
1951-04-20,22.040,0.045,0.000,-0.407,0.000,1.801,3.329
1951-04-23,22.050,-0.408,0.045,0.045,-0.181,1.895,2.654
1951-04-24,21.960,0.046,-0.408,-0.363,-0.768,0.596,3.002
1951-04-25,21.970,0.865,0.046,-0.363,-0.318,-0.543,3.340
1951-04-26,22.160,1.038,0.865,0.911,0.544,0.544,3.551
1951-04-27,22.390,0.179,1.038,1.912,1.542,1.358,3.227
1951-04-30,22.430,0.446,0.179,1.218,2.140,1.356,3.269
1951-05-01,22.530,0.399,0.446,0.625,2.549,2.223,3.921
1951-05-02,22.620,0.840,0.399,0.847,2.076,2.632,4.480
1951-05-03,22.810,-0.175,0.840,1.243,1.876,3.447,5.407
1951-05-04,22.770,-0.615,-0.175,0.663,1.516,3.689,4.306
1951-05-07,22.630,-0.088,-0.615,-0.789,0.444,3.004,2.445
1951-05-08,22.610,0.133,-0.088,-0.703,-0.044,2.031,2.586
1951-05-09,22.640,-0.574,0.133,0.044,-0.745,1.117,2.490
1951-05-10,22.510,-0.800,-0.574,-0.442,-1.142,0.357,1.717
1951-05-11,22.330,-0.672,-0.800,-1.369,-1.326,-0.888,1.316
1951-05-14,22.180,-1.894,-0.672,-1.466,-1.902,-1.945,0.635
1951-05-15,21.760,-0.322,-1.894,-2.553,-3.887,-4.603,-1.315
1951-05-16,21.690,1.014,-0.322,-2.209,-3.643,-4.743,-1.229
1951-05-17,21.910,-1.826,1.014,0.689,-1.881,-3.182,-0.273
1951-05-18,21.510,-0.232,-1.826,-0.830,-3.021,-4.865,-2.933
1951-05-21,21.460,-0.466,-0.232,-2.054,-1.379,-5.212,-4.154
1951-05-22,21.360,-0.936,-0.466,-0.697,-1.521,-5.109,-4.770
1951-05-23,21.160,-0.520,-0.936,-1.398,-3.423,-5.240,-6.081
1951-05-24,21.050,-0.095,-0.520,-1.451,-2.139,-5.095,-6.941
1951-05-25,21.030,0.856,-0.095,-0.614,-2.004,-3.355,-7.804
1951-05-28,21.210,0.660,0.856,0.760,-0.702,-2.213,-6.851
1951-05-29,21.350,0.796,0.660,1.522,0.898,-2.556,-5.656
1951-05-31,21.520,-0.186,0.796,1.462,2.233,0.046,-4.821
1951-06-01,21.480,-1.117,-0.186,0.609,2.140,0.093,-5.124
1951-06-04,21.240,0.424,-1.117,-1.301,0.141,-0.562,-5.642
1951-06-05,21.330,0.703,0.424,-0.698,-0.094,0.803,-4.478
1951-06-06,21.480,0.372,0.703,1.130,-0.186,2.043,-3.156
1951-06-07,21.560,-0.325,0.372,1.078,0.372,2.520,-0.919
1951-06-08,21.490,0.558,-0.325,0.047,1.177,1.320,-0.922
1951-06-11,21.610,-0.416,0.558,0.232,1.313,1.218,-1.369
1951-06-12,21.520,0.139,-0.416,0.140,0.186,0.000,0.046
1951-06-13,21.550,1.346,0.139,-0.278,-0.046,0.326,0.419
1951-06-14,21.840,0.916,1.346,1.487,1.629,2.825,2.247
1951-06-15,22.040,0.045,0.916,2.274,1.990,3.329,4.159
1951-06-18,22.050,-0.136,0.045,0.962,2.463,2.654,4.751
1951-06-19,22.020,-0.500,-0.136,-0.091,2.181,2.134,4.708
1951-06-20,21.910,-0.593,-0.500,-0.635,0.321,1.954,3.300
1951-06-21,21.780,-1.056,-0.593,-1.090,-1.180,0.787,2.014
1951-06-22,21.550,-1.206,-1.056,-1.643,-2.268,0.139,0.139
1951-06-25,21.290,0.047,-1.206,-2.250,-3.315,-1.206,-0.885
1951-06-26,21.300,0.329,0.047,-1.160,-2.784,-2.473,0.282
1951-06-27,21.370,-1.263,0.329,0.376,-1.882,-3.040,0.188
1951-06-28,21.100,-0.664,-1.263,-0.939,-2.088,-4.308,-1.769
1951-06-29,20.960,0.668,-0.664,-1.919,-1.550,-4.814,-2.783
