cdate,cp,pctlead,pctlag1,pctlag2,pctlag4,pctlag8,pctlag16,actual_dir,prob_lr,pdir_lr,eff1d_lr,recent_eff_lr,accuracy_lr,pdir_nb,eff1d_nb,recent_eff_nb,accuracy_nb
1985-10-24,188.500,-0.520,-0.312,0.245,0.781,1.143,2.412,-1.000,0.460,-1,0.520,0.277,True Negative,1,-0.520,0.069,False Positive
1985-10-25,187.520,0.128,-0.520,-0.830,0.300,0.774,1.714,1.000,0.480,-1,-0.128,0.243,False Negative,-1,-0.128,0.035,False Negative
1985-10-28,187.760,0.783,0.128,-0.393,-0.149,-0.117,2.478,1.000,0.542,1,0.783,0.284,True Positive,-1,-0.783,-0.237,False Negative
1985-10-29,189.230,0.444,0.783,0.912,0.074,0.837,4.047,1.000,0.566,1,0.444,0.261,True Positive,1,0.444,-0.260,True Positive
1985-10-30,190.070,-0.132,0.444,1.230,0.833,1.620,4.509,-1.000,0.515,1,-0.132,0.297,False Positive,1,-0.132,-0.224,False Positive
1985-10-31,189.820,0.901,-0.132,0.312,1.227,1.530,4.000,1.000,0.491,-1,-0.901,0.013,False Negative,1,0.901,0.060,True Positive
1985-11-01,191.530,-0.146,0.901,0.768,2.008,1.856,4.787,-1.000,0.613,1,-0.146,0.010,False Positive,1,-0.146,0.057,False Positive
1985-11-04,191.250,0.586,-0.146,0.753,1.067,1.142,3.782,1.000,0.465,-1,-0.586,-0.264,False Negative,1,0.586,0.331,True Positive
1985-11-05,192.370,0.203,0.586,0.439,1.210,2.053,3.219,1.000,0.573,1,0.203,-0.312,True Positive,1,0.203,0.282,True Positive
1985-11-06,192.760,-0.073,0.203,0.790,1.549,2.794,3.590,-1.000,0.509,1,-0.073,-0.301,False Positive,1,-0.073,0.294,False Positive
1985-11-07,192.620,0.571,-0.073,0.130,0.569,2.588,2.468,1.000,0.489,-1,-0.571,-0.235,False Negative,1,0.571,0.228,True Positive
1985-11-08,193.720,1.838,0.571,0.498,1.292,2.373,3.229,1.000,0.568,1,1.838,0.162,True Positive,1,1.838,0.625,True Positive
1985-11-11,197.280,0.406,1.838,2.419,2.552,3.793,5.475,1.000,0.651,1,0.406,0.361,True Positive,1,0.406,0.589,True Positive
1985-11-12,198.080,-0.495,0.406,2.251,2.760,4.351,5.948,-1.000,0.481,-1,0.495,0.419,True Negative,1,-0.495,0.449,False Positive
1985-11-13,197.100,0.994,-0.495,-0.091,2.326,2.908,4.818,1.000,0.479,-1,-0.994,0.235,False Negative,1,0.994,0.663,True Positive
1985-11-14,199.060,-0.477,0.994,0.495,2.757,4.084,5.273,-1.000,0.642,1,-0.477,0.254,False Positive,1,-0.477,0.453,False Positive
1985-11-15,198.110,0.303,-0.477,0.512,0.421,2.984,5.098,1.000,0.425,-1,-0.303,-0.175,False Negative,1,0.303,0.146,True Positive
1985-11-18,198.710,-0.020,0.303,-0.176,0.318,3.087,5.967,-1.000,0.563,1,-0.020,-0.260,False Positive,1,-0.020,0.061,False Positive
1985-11-19,198.670,0.161,-0.020,0.283,0.797,3.141,5.811,1.000,0.503,1,0.161,-0.327,True Positive,1,0.161,0.192,True Positive
1985-11-20,198.990,1.216,0.161,0.141,-0.035,2.720,5.158,1.000,0.522,1,1.216,0.115,True Positive,1,1.216,0.237,True Positive
1985-11-21,201.410,0.055,1.216,1.379,1.666,2.093,5.966,1.000,0.621,1,0.055,0.222,True Positive,1,0.055,0.343,True Positive
1985-11-22,201.520,-0.581,0.055,1.271,1.414,1.737,6.164,-1.000,0.476,-1,0.581,0.399,True Negative,1,-0.581,0.166,False Positive
1985-11-25,200.350,0.160,-0.581,-0.526,0.846,1.649,4.605,1.000,0.473,-1,-0.160,0.371,False Negative,-1,-0.160,0.138,False Negative
1985-11-26,200.670,0.932,0.160,-0.422,0.844,0.809,4.925,1.000,0.568,1,0.932,0.525,True Positive,1,0.932,0.292,True Positive
1985-11-27,202.540,-0.183,0.932,1.093,0.561,2.236,5.287,-1.000,0.582,1,-0.183,0.245,False Positive,1,-0.183,0.013,False Positive
1985-11-29,202.170,-0.846,-0.183,0.747,0.323,1.741,4.882,-1.000,0.452,-1,0.846,0.403,True Negative,1,-0.846,-0.168,False Positive
1985-12-02,200.460,0.200,-0.846,-1.027,0.055,0.901,4.070,1.000,0.454,-1,-0.200,0.247,False Negative,-1,-0.200,-0.091,False Negative
1985-12-03,200.860,1.678,0.200,-0.648,0.095,0.940,3.686,1.000,0.569,1,1.678,0.615,True Positive,1,1.678,0.276,True Positive
1985-12-04,204.230,-0.171,1.678,1.881,0.834,1.400,3.523,-1.000,0.636,1,-0.171,0.394,False Positive,1,-0.171,0.056,False Positive
1985-12-05,203.880,-0.437,-0.171,1.504,0.846,1.171,2.928,-1.000,0.417,-1,0.437,0.518,True Negative,1,-0.437,0.005,False Positive
1985-12-06,202.990,0.621,-0.437,-0.607,1.262,1.318,2.988,1.000,0.496,-1,-0.621,0.225,False Negative,-1,-0.621,0.050,False Negative
1985-12-09,204.250,0.069,0.621,0.181,1.688,1.784,2.607,1.000,0.595,1,0.069,0.278,True Positive,1,0.069,0.104,True Positive
1985-12-10,204.390,0.939,0.069,0.690,0.078,0.913,3.170,1.000,0.480,-1,-0.939,-0.245,False Negative,1,0.939,-0.044,True Positive
1985-12-11,206.310,0.204,0.939,1.009,1.192,2.048,3.825,1.000,0.591,1,0.204,-0.170,True Positive,1,0.204,0.031,True Positive
1985-12-12,206.730,1.553,0.204,1.145,1.842,3.128,4.057,1.000,0.495,-1,-1.553,-0.568,False Negative,1,1.553,0.429,True Positive
1985-12-13,209.940,0.991,1.553,1.759,2.786,4.521,5.503,1.000,0.649,1,0.991,-0.246,True Positive,1,0.991,0.751,True Positive
1985-12-16,212.020,-0.646,0.991,2.559,3.733,3.814,5.268,-1.000,0.553,1,-0.646,-0.389,False Positive,1,-0.646,0.608,False Positive
1985-12-17,210.650,-0.399,-0.646,0.338,2.104,3.321,4.531,-1.000,0.432,-1,0.399,-0.121,True Negative,1,-0.399,0.341,False Positive
1985-12-18,209.810,0.100,-0.399,-1.042,1.490,3.360,4.722,1.000,0.527,1,0.100,-0.142,True Positive,1,0.100,0.320,True Positive
1985-12-19,210.020,0.438,0.100,-0.299,0.038,2.825,4.659,1.000,0.535,1,0.438,0.256,True Positive,1,0.438,0.097,True Positive
1985-12-20,210.940,-1.124,0.438,0.539,-0.509,3.205,4.147,-1.000,0.525,1,-1.124,-0.167,False Positive,1,-1.124,-0.326,False Positive
1985-12-23,208.570,-0.686,-1.124,-0.690,-0.987,1.095,3.166,-1.000,0.383,-1,0.686,0.100,True Negative,-1,0.686,-0.060,True Negative
1985-12-24,207.140,0.246,-0.686,-1.801,-1.273,0.198,3.332,1.000,0.495,-1,-0.246,-0.029,False Negative,-1,-0.246,-0.029,False Negative
1985-12-26,207.650,0.944,0.246,-0.441,-1.128,-1.091,3.380,1.000,0.553,1,0.944,0.140,True Positive,-1,-0.944,-0.238,False Negative
1985-12-27,209.610,0.510,0.944,1.192,-0.631,-1.137,2.634,1.000,0.563,1,0.510,0.154,True Positive,1,0.510,-0.224,True Positive
1985-12-30,210.680,0.285,0.510,1.459,1.012,0.014,3.335,1.000,0.515,1,0.285,0.436,True Positive,1,0.285,0.058,True Positive
1985-12-31,211.280,-0.800,0.285,0.797,1.999,0.701,4.084,-1.000,0.534,1,-0.800,0.139,False Positive,1,-0.800,-0.239,False Positive
1986-01-02,209.590,0.615,-0.800,-0.517,0.934,-0.205,2.614,1.000,0.442,-1,-0.615,0.000,False Negative,-1,-0.615,0.000,False Negative
1986-01-03,210.880,-0.109,0.615,-0.189,0.606,-0.028,3.175,-1.000,0.603,1,-0.109,0.000,False Positive,1,-0.109,0.000,False Positive
1986-01-06,210.650,1.495,-0.109,0.506,-0.014,0.997,2.104,1.000,0.464,-1,-1.495,0.000,False Negative,1,1.495,0.000,True Positive
1986-01-07,213.800,-2.727,1.495,1.385,1.193,3.215,3.420,-1.000,0.636,1,-2.727,0.000,False Positive,1,-2.727,0.000,False Positive
1986-01-08,207.970,-0.894,-2.727,-1.272,-0.773,0.154,-0.938,-1.000,0.229,-1,0.894,0.000,True Negative,-1,0.894,0.000,True Negative
1986-01-09,206.110,-0.073,-0.894,-3.597,-2.262,-1.670,-2.787,-1.000,0.522,1,-0.073,-0.702,False Positive,-1,0.073,-0.075,True Negative
1986-01-10,205.960,0.369,-0.073,-0.966,-2.226,-2.240,-2.226,1.000,0.504,1,0.369,-0.606,True Positive,-1,-0.369,-0.127,False Negative
1986-01-13,206.720,-0.039,0.369,0.296,-3.312,-2.158,-1.473,-1.000,0.489,-1,0.039,-0.300,True Negative,-1,0.039,-0.418,True Negative
1986-01-14,206.640,0.784,-0.039,0.330,-0.640,-1.408,-1.609,1.000,0.466,-1,-0.784,0.089,False Negative,-1,-0.784,-0.029,False Negative
1986-01-15,208.260,0.437,0.784,0.745,1.043,-1.242,-1.271,1.000,0.572,1,0.437,-0.002,True Positive,1,0.437,-0.121,True Positive
1986-01-16,209.170,-0.354,0.437,1.224,1.559,-0.703,0.288,-1.000,0.516,1,-0.354,-0.059,False Positive,1,-0.354,-0.206,False Positive
1986-01-17,208.430,-0.432,-0.354,0.082,0.827,-2.512,0.623,-1.000,0.467,-1,0.432,-0.046,True Negative,-1,0.432,-0.046,True Negative
1986-01-20,207.530,-0.838,-0.432,-0.784,0.431,-0.212,-0.058,-1.000,0.485,-1,0.838,0.114,True Negative,-1,0.838,0.114,True Negative
1986-01-21,205.790,-1.118,-0.838,-1.267,-1.186,-0.155,-1.822,-1.000,0.430,-1,1.118,0.494,True Negative,-1,1.118,0.494,True Negative
1986-01-22,203.490,0.373,-1.118,-1.947,-2.715,-1.199,-3.413,1.000,0.405,-1,-0.373,0.332,False Negative,-1,-0.373,0.332,False Negative
1986-01-23,204.250,1.067,0.373,-0.748,-2.005,-1.195,-3.327,1.000,0.546,1,1.067,0.616,True Positive,-1,-1.067,0.190,False Negative
1986-01-24,206.430,0.465,1.067,1.445,-0.530,-0.102,-1.508,1.000,0.551,1,0.465,0.623,True Positive,1,0.465,0.196,True Positive
1986-01-27,207.390,1.167,0.465,1.537,0.777,-0.418,-1.655,1.000,0.487,-1,-1.167,0.222,False Negative,1,1.167,0.262,True Positive
1986-01-28,209.810,0.229,1.167,1.637,3.106,0.306,-0.399,1.000,0.602,1,0.229,0.044,True Positive,1,0.229,0.084,True Positive
1986-01-29,210.290,-0.457,0.229,1.398,2.957,0.892,-1.642,-1.000,0.487,-1,0.457,0.210,True Negative,1,-0.457,0.067,False Positive
1986-01-30,209.330,1.170,-0.457,-0.229,1.405,0.867,0.654,1.000,0.467,-1,-1.170,-0.237,False Negative,-1,-1.170,0.047,False Negative
1986-01-31,211.780,1.029,1.170,0.709,2.117,2.911,2.751,1.000,0.637,1,1.029,-0.124,True Positive,1,1.029,0.160,True Positive
1986-02-03,213.960,-0.547,1.029,2.212,1.978,5.145,3.884,-1.000,0.547,1,-0.547,-0.000,False Positive,1,-0.547,-0.183,False Positive
1986-02-04,212.790,0.080,-0.547,0.477,1.189,4.181,2.936,1.000,0.419,-1,-0.080,-0.062,False Negative,1,0.080,-0.213,True Positive
1986-02-05,212.960,0.239,0.080,-0.467,1.734,3.163,3.058,1.000,0.554,1,0.239,-0.106,True Positive,1,0.239,-0.074,True Positive
1986-02-06,213.470,0.511,0.239,0.320,0.798,2.932,2.502,1.000,0.523,1,0.511,0.230,True Positive,1,0.511,0.262,True Positive
1986-02-07,214.560,0.783,0.511,0.751,0.280,2.264,2.577,1.000,0.533,1,0.783,0.181,True Positive,1,0.783,0.213,True Positive
1986-02-10,216.240,-0.148,0.783,1.298,1.621,2.829,3.747,-1.000,0.561,1,-0.148,0.261,False Positive,1,-0.148,0.293,False Positive
1986-02-11,215.920,0.023,-0.148,0.634,1.390,3.148,4.043,1.000,0.472,-1,-0.023,0.272,False Negative,1,0.023,0.282,True Positive
1986-02-12,215.970,0.662,0.023,-0.125,1.171,1.978,4.947,1.000,0.534,1,0.662,0.357,True Positive,1,0.662,0.366,True Positive
1986-02-13,217.400,1.086,0.662,0.685,1.324,1.608,6.836,1.000,0.586,1,1.086,0.472,True Positive,1,1.086,0.481,True Positive
1986-02-14,219.760,1.224,1.086,1.755,1.628,3.276,7.594,1.000,0.590,1,1.224,0.560,True Positive,1,1.224,0.569,True Positive
1986-02-18,222.450,-1.209,1.224,2.323,3.024,4.456,7.761,-1.000,0.595,1,-1.209,0.348,False Positive,1,-1.209,0.357,False Positive
1986-02-19,219.760,1.119,-1.209,0.000,1.755,2.947,5.965,1.000,0.381,-1,-1.119,0.129,False Negative,-1,-1.119,0.129,False Negative
1986-02-20,222.220,1.080,1.119,-0.103,2.217,3.570,5.915,1.000,0.677,1,1.080,0.212,True Positive,1,1.080,0.212,True Positive
1986-02-21,224.620,-0.125,1.080,2.212,2.212,3.875,6.814,-1.000,0.571,1,-0.125,-0.030,False Positive,1,-0.125,-0.030,False Positive
1986-02-24,224.340,-0.245,-0.125,0.954,0.850,3.900,7.170,-1.000,0.462,-1,0.245,-0.226,True Negative,1,-0.245,-0.324,False Positive
1986-02-25,223.790,0.112,-0.245,-0.370,1.834,3.621,5.671,1.000,0.518,1,0.112,0.039,True Positive,1,0.112,-0.059,True Positive
1986-02-26,224.040,1.219,0.112,-0.134,0.819,3.054,4.711,1.000,0.537,1,1.219,0.506,True Positive,1,1.219,0.408,True Positive
1986-02-27,226.770,0.066,1.219,1.332,0.957,3.190,6.570,1.000,0.615,1,0.066,0.303,True Positive,1,0.066,0.205,True Positive
1986-02-28,226.920,-0.661,0.066,1.285,1.150,2.009,6.555,-1.000,0.477,-1,0.661,0.461,True Negative,1,-0.661,0.098,False Positive
1986-03-03,225.420,-0.461,-0.661,-0.595,0.728,2.576,5.598,-1.000,0.465,-1,0.461,0.504,True Negative,-1,0.461,0.239,True Negative
1986-03-04,224.380,-0.018,-0.461,-1.119,0.152,0.972,4.577,-1.000,0.509,1,-0.018,0.478,False Positive,-1,0.018,0.221,True Negative
1986-03-05,224.340,0.352,-0.018,-0.479,-1.072,-0.125,3.746,1.000,0.519,1,0.352,0.304,True Positive,-1,-0.352,-0.094,False Negative
1986-03-06,225.130,0.195,0.352,0.334,-0.789,0.352,4.265,1.000,0.531,1,0.195,0.330,True Positive,1,0.195,-0.068,True Positive
1986-03-07,225.570,0.448,0.195,0.548,0.067,0.795,4.445,1.000,0.511,1,0.448,0.288,True Positive,1,0.448,0.154,True Positive
1986-03-10,226.580,2.255,0.448,0.644,0.980,1.134,4.223,1.000,0.548,1,2.255,0.646,True Positive,1,2.255,0.513,True Positive
1986-03-11,231.690,0.367,2.255,2.713,3.276,2.170,5.429,1.000,0.698,1,0.367,0.723,True Positive,1,0.367,0.583,True Positive
1986-03-12,232.540,0.280,0.367,2.630,3.291,2.477,4.536,1.000,0.469,-1,-0.280,0.597,False Negative,1,0.280,0.709,True Positive
1986-03-13,233.190,1.441,0.280,0.647,3.378,3.447,6.111,1.000,0.557,1,1.441,0.846,True Positive,1,1.441,0.958,True Positive
1986-03-14,236.550,-0.795,1.441,1.724,4.400,5.424,6.449,-1.000,0.657,1,-0.795,0.598,False Positive,1,-0.795,0.710,False Positive
1986-03-17,234.670,0.473,-0.795,0.635,1.286,4.605,4.474,1.000,0.387,-1,-0.473,0.052,False Negative,1,0.473,0.353,True Positive
1986-03-18,235.780,-0.076,0.473,-0.326,1.393,4.731,5.099,-1.000,0.595,1,-0.076,-0.037,False Positive,1,-0.076,0.265,False Positive
1986-03-19,235.600,0.399,-0.076,0.396,1.033,4.447,5.277,1.000,0.489,-1,-0.399,-0.060,False Negative,1,0.399,0.288,True Positive
1986-03-20,236.540,-1.353,0.399,0.322,-0.004,4.396,5.579,-1.000,0.541,1,-1.353,-0.619,False Positive,1,-1.353,-0.270,False Positive
1986-03-21,233.340,0.853,-1.353,-0.959,-0.567,0.712,2.897,1.000,0.375,-1,-0.853,-0.631,False Negative,-1,-0.853,-0.282,False Negative
1986-03-24,235.330,-0.259,0.853,-0.512,-0.191,1.200,3.706,-1.000,0.635,1,-0.259,-0.588,False Positive,1,-0.259,-0.428,False Positive
1986-03-25,234.720,1.099,-0.259,0.591,-0.374,0.656,4.126,1.000,0.445,-1,-1.099,-0.793,False Negative,1,1.099,-0.193,True Positive
1986-03-26,237.300,0.704,1.099,0.837,0.321,0.317,5.758,1.000,0.620,1,0.704,-0.572,True Positive,1,0.704,-0.132,True Positive
1986-03-27,238.970,-0.029,0.704,1.811,2.413,1.832,6.521,-1.000,0.549,1,-0.029,-0.307,False Positive,1,-0.029,0.132,False Positive
1986-03-31,238.900,-1.574,-0.029,0.674,1.517,1.323,6.116,-1.000,0.499,-1,1.574,0.178,True Negative,1,-1.574,-0.012,False Positive
1986-04-01,235.140,0.242,-1.574,-1.603,0.179,-0.195,4.243,1.000,0.394,-1,-0.242,0.182,False Negative,-1,-0.242,-0.008,False Negative
1986-04-02,235.710,-1.375,0.242,-1.335,-0.670,-0.351,4.029,-1.000,0.599,1,-1.375,0.126,False Positive,-1,1.375,0.047,True Negative
1986-04-03,232.470,-1.626,-1.375,-1.135,-2.720,-0.373,0.337,-1.000,0.349,-1,1.626,0.311,True Negative,-1,1.626,0.231,True Negative
1986-04-04,228.690,-0.026,-1.626,-2.978,-4.274,-2.822,-1.656,-1.000,0.383,-1,0.026,0.322,True Negative,-1,0.026,0.242,True Negative
1986-04-07,228.630,2.139,-0.026,-1.652,-2.769,-2.595,-1.955,1.000,0.538,1,2.139,0.435,True Positive,-1,-2.139,0.129,False Negative
1986-04-08,233.520,0.098,2.139,2.112,-0.929,-1.593,-1.281,1.000,0.651,1,0.098,0.503,True Positive,1,0.098,0.197,True Positive
1986-04-09,233.750,1.151,0.098,2.239,0.551,-2.184,-0.392,1.000,0.414,-1,-1.151,0.548,False Negative,1,1.151,0.152,True Positive
1986-04-10,236.440,-0.199,1.151,1.250,3.389,-1.030,0.280,-1.000,0.627,1,-0.199,0.183,False Positive,1,-0.199,-0.213,False Positive
1986-04-11,235.970,0.555,-0.199,0.950,3.210,0.353,0.157,1.000,0.465,-1,-0.555,0.066,False Negative,1,0.555,-0.107,True Positive
1986-04-14,237.280,0.190,0.555,0.355,1.610,0.666,0.313,1.000,0.569,1,0.190,-0.323,True Positive,1,0.190,0.359,True Positive
1986-04-15,237.730,1.889,0.190,0.746,1.703,2.263,1.881,1.000,0.507,1,1.889,0.035,True Positive,1,1.889,0.717,True Positive
1986-04-16,242.220,0.334,1.889,2.082,2.445,5.916,2.928,1.000,0.657,1,0.334,0.332,True Positive,1,0.334,0.554,True Positive
1986-04-17,243.030,-0.267,0.334,2.229,2.992,6.298,3.540,-1.000,0.466,-1,0.267,0.425,True Negative,1,-0.267,0.540,False Positive
1986-04-18,242.380,0.974,-0.267,0.066,2.149,3.794,2.141,1.000,0.484,-1,-0.974,0.341,False Negative,1,0.974,0.624,True Positive
1986-04-21,244.740,-0.948,0.974,0.704,2.949,4.702,2.415,-1.000,0.618,1,-0.948,0.114,False Positive,1,-0.948,0.396,False Positive
1986-04-22,242.420,-0.276,-0.948,0.017,0.083,2.529,1.473,-1.000,0.377,-1,0.276,-0.209,True Negative,-1,0.276,0.074,True Negative
1986-04-23,241.750,0.112,-0.276,-1.222,-0.527,2.449,2.811,1.000,0.518,1,0.112,-0.253,True Positive,-1,-0.112,-0.015,False Negative
1986-04-24,242.020,0.112,0.112,-0.165,-0.149,1.998,2.677,1.000,0.522,1,0.112,-0.284,True Positive,1,0.112,0.060,True Positive
1986-04-25,242.290,0.326,0.112,0.223,-1.001,1.918,4.224,1.000,0.499,-1,-0.326,-0.155,False Negative,1,0.326,-0.069,True Positive
1986-04-28,243.080,-1.057,0.326,0.438,0.272,0.355,6.292,-1.000,0.544,1,-1.057,-0.177,False Positive,1,-1.057,-0.091,False Positive
1986-04-29,240.510,-2.075,-1.057,-0.735,-0.513,-1.037,5.196,-1.000,0.415,-1,2.075,0.183,True Negative,-1,2.075,0.269,True Negative
1986-04-30,235.520,-0.153,-2.075,-3.110,-2.686,-2.830,0.856,-1.000,0.363,-1,0.153,0.191,True Negative,-1,0.153,0.322,True Negative
1986-05-01,235.160,-0.157,-0.153,-2.224,-2.943,-3.914,0.603,-1.000,0.561,1,-0.157,0.138,False Positive,-1,0.157,0.331,True Negative
1986-05-02,234.790,1.252,-0.157,-0.310,-3.410,-3.147,-0.698,1.000,0.456,-1,-1.252,-0.048,False Negative,-1,-1.252,0.015,False Negative
1986-05-05,237.730,-0.206,1.252,1.093,-1.156,-1.663,0.746,-1.000,0.596,1,-0.206,0.123,False Positive,1,-0.206,0.185,False Positive
1986-05-06,237.240,-0.489,-0.206,1.043,0.730,-1.975,-0.017,-1.000,0.435,-1,0.489,-0.195,True Negative,1,-0.489,-0.327,False Positive
1986-05-07,236.080,0.445,-0.489,-0.694,0.391,-2.563,-0.694,1.000,0.477,-1,-0.445,-0.314,False Negative,-1,-0.445,-0.447,False Negative
1986-05-08,237.130,0.304,0.445,-0.046,0.997,-2.448,-2.101,1.000,0.567,1,0.304,-0.222,True Positive,1,0.304,-0.418,True Positive
1986-05-09,237.850,-0.114,0.304,0.750,0.050,-1.106,-2.131,-1.000,0.495,-1,0.114,0.051,True Negative,1,-0.114,-0.190,False Positive
1986-05-12,237.580,-0.492,-0.114,0.190,0.143,0.875,-1.980,-1.000,0.465,-1,0.492,0.191,True Negative,-1,0.492,-0.050,True Negative
1986-05-13,236.410,0.478,-0.492,-0.605,0.140,0.532,-3.404,1.000,0.450,-1,-0.478,-0.003,False Negative,-1,-0.478,-0.048,False Negative
1986-05-14,237.540,-1.309,0.478,-0.017,0.173,1.171,-2.013,-1.000,0.550,1,-1.309,-0.175,False Positive,1,-1.309,-0.221,False Positive
1986-05-15,234.430,-0.712,-1.309,-0.838,-1.438,-1.388,-3.028,-1.000,0.349,-1,0.712,-0.094,True Negative,-1,0.712,-0.139,True Negative
1986-05-16,232.760,0.189,-0.712,-2.012,-2.029,-1.888,-3.826,1.000,0.468,-1,-0.189,-0.154,False Negative,-1,-0.189,-0.154,False Negative
1986-05-19,233.200,1.248,0.189,-0.525,-1.358,-1.220,-3.752,1.000,0.518,1,1.248,-0.003,True Positive,-1,-1.248,-0.502,False Negative
1986-05-20,236.110,-0.280,1.248,1.439,-0.602,-0.430,-2.867,-1.000,0.569,1,-0.280,0.036,False Positive,1,-0.280,-0.463,False Positive
1986-05-21,235.450,1.983,-0.280,0.965,0.435,-1.009,-2.104,1.000,0.416,-1,-1.983,-0.098,False Negative,-1,-1.983,-0.598,False Negative
1986-05-22,240.120,0.512,1.983,1.698,3.162,1.069,1.953,1.000,0.700,1,0.512,-0.138,True Positive,1,0.512,-0.638,True Positive
1986-05-23,241.350,1.409,0.512,2.506,3.495,2.090,2.632,1.000,0.489,-1,-1.409,-0.382,False Negative,1,1.409,-0.318,True Positive
1986-05-27,244.750,0.768,1.409,1.928,3.659,3.035,4.242,1.000,0.634,1,0.768,-0.478,True Positive,1,0.768,0.085,True Positive
1986-05-28,246.630,0.547,0.768,2.188,4.748,5.204,3.744,1.000,0.548,1,0.547,-0.313,True Positive,1,0.547,0.251,True Positive
1986-05-29,247.980,-0.254,0.547,1.320,3.273,6.539,4.527,-1.000,0.543,1,-0.254,0.033,False Positive,1,-0.254,0.596,False Positive
1986-05-30,247.350,-0.934,-0.254,0.292,2.486,6.068,4.774,-1.000,0.483,-1,0.934,0.117,True Negative,1,-0.934,0.307,False Positive
1986-06-02,245.040,0.192,-0.934,-1.186,0.118,3.782,3.336,1.000,0.439,-1,-0.192,0.361,False Negative,-1,-0.192,-0.013,False Negative
1986-06-03,245.510,-0.639,0.192,-0.744,-0.454,4.273,3.221,-1.000,0.552,1,-0.639,0.079,False Positive,1,-0.639,-0.294,False Positive
1986-06-04,243.940,0.701,-0.639,-0.449,-1.629,1.591,2.677,1.000,0.423,-1,-0.701,-0.170,False Negative,-1,-0.701,-0.544,False Negative
1986-06-05,245.650,0.008,0.701,0.057,-0.687,1.782,3.908,1.000,0.584,1,0.008,-0.118,True Positive,1,0.008,-0.492,True Positive
1986-06-06,245.670,-2.324,0.008,0.709,0.257,0.376,3.423,-1.000,0.479,-1,2.324,0.160,True Negative,1,-2.324,-0.770,False Positive
1986-06-09,239.960,-0.158,-2.324,-2.316,-2.261,-2.704,2.359,-1.000,0.310,-1,0.158,0.230,True Negative,-1,0.158,-0.700,True Negative
1986-06-10,239.580,0.647,-0.158,-2.479,-1.787,-3.387,2.930,1.000,0.593,1,0.647,0.487,True Positive,-1,-0.647,-0.701,False Negative
1986-06-11,241.130,0.149,0.647,0.488,-1.840,-2.515,3.401,1.000,0.553,1,0.149,0.657,True Positive,1,0.149,-0.531,True Positive
1986-06-12,241.490,1.756,0.149,0.797,-1.701,-1.449,2.279,1.000,0.469,-1,-1.756,0.304,False Negative,1,1.756,-0.182,True Positive
1986-06-13,245.730,0.163,1.756,1.908,2.405,0.090,4.366,1.000,0.669,1,0.163,-0.128,True Positive,1,0.163,0.316,True Positive
1986-06-16,246.130,-0.723,0.163,1.921,2.734,0.898,2.503,-1.000,0.466,-1,0.723,-0.015,True Negative,1,-0.723,0.140,False Positive
1986-06-17,244.350,0.262,-0.723,-0.562,1.335,-0.529,1.243,1.000,0.455,-1,-0.262,-0.197,False Negative,-1,-0.262,0.217,False Negative
1986-06-18,244.990,-0.380,0.262,-0.463,1.449,-0.277,0.098,-1.000,0.571,1,-0.380,-0.302,False Positive,1,-0.380,0.111,False Positive
1986-06-19,244.060,1.442,-0.380,-0.119,-0.680,1.709,-1.042,1.000,0.437,-1,-1.442,-0.240,False Negative,-1,-1.442,-0.529,False Negative
1986-06-20,247.580,-0.937,1.442,1.057,0.589,3.339,-0.161,-1.000,0.625,1,-0.937,-0.460,False Positive,1,-0.937,-0.749,False Positive
1986-06-23,245.260,0.722,-0.937,0.492,0.372,1.713,-0.845,1.000,0.355,-1,-0.722,-0.749,False Negative,-1,-0.722,-0.749,False Negative
1986-06-24,247.030,0.769,0.722,-0.222,0.833,2.294,0.812,1.000,0.605,1,0.769,-0.542,True Positive,1,0.769,-0.542,True Positive
1986-06-25,248.930,-0.076,0.769,1.496,1.995,1.302,1.393,-1.000,0.549,1,-0.076,-0.482,False Positive,1,-0.076,-0.482,False Positive
1986-06-26,248.740,0.346,-0.076,0.692,0.469,1.060,1.968,1.000,0.464,-1,-0.346,-0.262,False Negative,1,0.346,-0.124,True Positive
1986-06-27,249.600,0.497,0.346,0.269,1.770,2.149,1.608,1.000,0.550,1,0.497,0.024,True Positive,1,0.497,0.163,True Positive
1986-06-30,250.840,0.478,0.497,0.844,1.542,2.388,2.104,1.000,0.540,1,0.478,0.264,True Positive,1,0.478,0.403,True Positive
1986-07-01,252.040,0.262,0.478,0.978,1.249,3.270,5.034,1.000,0.537,1,0.262,0.163,True Positive,1,0.262,0.301,True Positive
1986-07-02,252.700,-0.360,0.262,0.742,1.592,2.068,5.476,-1.000,0.530,1,-0.360,0.106,False Positive,1,-0.360,0.245,False Positive
1986-07-03,251.790,-3.074,-0.360,-0.099,0.877,2.662,4.421,-1.000,0.476,-1,3.074,0.790,True Negative,1,-3.074,-0.439,False Positive
1986-07-07,244.050,-1.008,-3.074,-3.423,-2.707,-1.206,1.060,-1.000,0.264,-1,1.008,0.892,True Negative,-1,1.008,-0.337,True Negative
1986-07-08,241.590,0.509,-1.008,-4.051,-4.146,-2.949,-1.685,1.000,0.513,1,0.509,0.899,True Positive,-1,-0.509,-0.535,False Negative
1986-07-09,242.820,0.078,0.509,-0.504,-3.910,-2.380,-1.345,1.000,0.539,1,0.078,0.862,True Positive,-1,-0.078,-0.603,False Negative
